,file name,label,vanti,train \ test,score,vanti label,vanti with pr
914,I6UX0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-14_01-57-45.BMP,0,1,0,0.43,0,1
915,I6UX0_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-14_01-57-45.BMP,0,1,0,0.34,0,1
916,I6UX0_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-14_01-57-45.BMP,0,1,1,0.32,0,1
917,I6UX8_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-08_16-17-50.BMP,0,1,0,0.21,0,1
918,I6UX8_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-08_16-17-50.BMP,0,1,0,0.43,0,1
919,I6V06_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-10_11-04-21.BMP,0,1,0,0.41,0,1
920,I6V8W_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-22_08-05-51.BMP,0,1,0,0.57,0,1
921,I6V12_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-30_20-23-27.BMP,0,1,0,0.58,0,1
922,I6V14_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-14_16-22-54.BMP,0,1,1,0.26,0,1
923,I6V14_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-14_16-22-54.BMP,0,1,0,0.18,0,1
924,I6V14_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-14_16-22-54.BMP,0,1,0,0.28,0,1
925,I6V14_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-14_16-22-54.BMP,0,1,0,0.6,0,1
926,I6V18_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-07_11-22-03.BMP,0,1,0,0.43,0,1
927,I6V18_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-07_11-22-03.BMP,0,1,1,0.54,0,1
928,I6V18_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-07_11-22-03.BMP,0,1,1,0.28,0,1
931,I6V38_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-24_01-11-24.BMP,0,1,0,0.48,0,1
932,I6V38_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-24_01-11-24.BMP,0,1,0,0.31,0,1
933,I6V38_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-24_01-11-24.BMP,0,1,0,0.25,0,1
934,I6V40_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-21_20-41-57.BMP,0,1,0,0.37,0,1
1053,2RL8M_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_04-52-21.BMP,0,1,0,0.4,0,1
1054,2RLNE_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-14_12-24-10.BMP,0,1,0,0.24,0,1
1055,2RLNU_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-08_13-08-52.BMP,0,1,0,0.16,0,1
1056,2RLO2_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-20_22-57-16.BMP,0,1,0,0.25,0,1
1057,2RLR4_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-22_02-17-01.BMP,0,1,0,0.24,0,1
1058,2RLRO_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-07_16-54-53.BMP,0,1,1,0.59,0,1
1736,2RKFU_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-11-01_00-24-10.BMP,0,1,0,0.2,0,1
1737,2RKFU_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY9_2020-11-01_00-24-10.BMP,0,1,0,0.55,0,1
1738,2RKFU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY9_2020-11-01_00-24-10.BMP,0,1,1,0.51,0,1
1739,2RKFU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY9_2020-11-01_00-24-10.BMP,0,1,0,0.32,0,1
1740,2RKFU_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY9_2020-11-01_00-24-10.BMP,0,1,0,0.35,0,1
1741,2RKHW_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-11-01_07-34-08.BMP,0,1,0,0.54,0,1
1742,2RKHW_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY9_2020-11-01_07-34-08.BMP,0,1,0,0.36,0,1
1743,2RKHW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY9_2020-11-01_07-34-08.BMP,0,1,0,0.46,0,1
1744,2RKHW_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-01_05-00-09.BMP,0,1,0,0.57,0,1
1745,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY8_2020-11-01_17-34-40.BMP,0,1,0,0.56,0,1
1746,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-11-01_04-43-23.BMP,0,1,0,0.24,0,1
1747,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-01_01-08-38.BMP,0,1,1,0.14,0,1
1748,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-01_01-08-38.BMP,0,1,1,0.48,0,1
1749,2RKMQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-11_00-56-07.BMP,0,1,0,0.57,0,1
1750,2RKMQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-11_00-56-07.BMP,0,1,1,0.19,0,1
1751,2RKMQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-11_00-56-07.BMP,0,1,0,0.26,0,1
1752,2RKMQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-11_00-56-07.BMP,0,1,0,0.4,0,1
1753,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-11-17_09-15-03.BMP,0,1,0,0.53,0,1
1754,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-16_21-01-30.BMP,0,1,1,0.26,0,1
1755,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY9_2020-11-17_09-15-03.BMP,0,1,1,0.36,0,1
1756,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_21-01-30.BMP,0,1,0,0.37,0,1
1757,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY9_2020-11-17_09-15-03.BMP,0,1,0,0.42,0,1
1758,2RKMW_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-16_21-01-30.BMP,0,1,0,0.55,0,1
1759,2RKNC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-08_12-58-24.BMP,0,1,0,0.12,0,1
1760,2RKNC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-08_12-58-24.BMP,0,1,0,0.49,0,1
1761,2RKNC_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-08_12-58-24.BMP,0,1,0,0.6,0,1
1762,2RKOA_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-10_04-51-26.BMP,0,1,1,0.23,0,1
1763,2RKOA_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-10_04-51-26.BMP,0,1,0,0.57,0,1
1764,2RKOA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-10_04-51-26.BMP,0,1,0,0.59,0,1
1765,2RKR2_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-02_13-02-04.BMP,0,1,0,0.2,0,1
1766,2RKR2_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-02_13-02-04.BMP,0,1,1,0.3,0,1
1767,2RKR2_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-02_13-02-04.BMP,0,1,1,0.16,0,1
1768,2RKRS_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-13_00-41-05.BMP,0,1,1,0.37,0,1
1769,2RKSE_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-10_08-01-49.BMP,0,1,1,0.25,0,1
1770,2RKTC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-11_02-20-16.BMP,0,1,0,0.28,0,1
1771,2RKTC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-11_02-20-16.BMP,0,1,0,0.33,0,1
1772,2RKTC_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-11_02-20-16.BMP,0,1,0,0.23,0,1
1773,2RKXM_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-10_07-06-48.BMP,0,1,0,0.54,0,1
1774,2RKXM_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-10_07-06-48.BMP,0,1,0,0.3,0,1
1775,2RKXM_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-10_07-06-48.BMP,0,1,0,0.13,0,1
1776,2RKXM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-10_07-06-48.BMP,0,1,0,0.34,0,1
1777,2RKXM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-10_07-06-48.BMP,0,1,1,0.35,0,1
1778,2RKZC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-10_21-30-41.BMP,0,1,0,0.56,0,1
1779,2RKZC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-10_21-30-41.BMP,0,1,0,0.36,0,1
1780,2RKZC_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-10_21-30-41.BMP,0,1,0,0.29,0,1
1781,2RKZC_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-10_21-30-41.BMP,0,1,0,0.47,0,1
1782,2RKZS_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-01_02-44-40.BMP,0,1,0,0.16,0,1
1783,2RKZS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-01_02-44-40.BMP,0,1,1,0.16,0,1
1784,2RL0C_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-27_16-01-48.BMP,0,1,0,0.36,0,1
1785,2RL0C_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-27_16-01-48.BMP,0,1,0,0.59,0,1
1786,2RL0C_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-27_16-01-48.BMP,0,1,0,0.15,0,1
1787,2RL0C_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-27_16-01-48.BMP,0,1,0,0.41,0,1
1788,2RL0C_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-27_16-01-48.BMP,0,1,0,0.47,0,1
1789,2RL0I_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-13_04-08-03.BMP,0,1,0,0.18,0,1
1790,2RL0I_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-13_04-08-03.BMP,0,1,0,0.58,0,1
1791,2RL0Q_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-16_07-15-18.BMP,0,1,0,0.39,0,1
1792,2RL0Q_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_07-15-18.BMP,0,1,1,0.45,0,1
1793,2RL5E_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-13_12-13-59.BMP,0,1,0,0.38,0,1
1794,2RL5E_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-13_12-13-59.BMP,0,1,0,0.3,0,1
1795,2RL5E_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-13_12-13-59.BMP,0,1,1,0.47,0,1
1796,2RL5O_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-12-10_11-29-27.BMP,0,1,0,0.22,0,1
1797,2RL5O_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY9_2020-12-10_11-29-27.BMP,0,1,0,0.57,0,1
1798,2RL6W_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-13_15-44-14.BMP,0,1,0,0.51,0,1
1799,2RL6W_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-13_15-44-14.BMP,0,1,1,0.38,0,1
1800,2RL6W_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-13_15-44-14.BMP,0,1,0,0.19,0,1
1801,2RL6W_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-13_15-44-14.BMP,0,1,1,0.15,0,1
1802,2RL6W_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-13_15-44-14.BMP,0,1,0,0.4,0,1
1803,2RL7A_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-16_17-45-45.BMP,0,1,1,0.15,0,1
1804,2RL7A_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-16_17-45-45.BMP,0,1,1,0.46,0,1
1805,2RL7A_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-16_17-45-45.BMP,0,1,0,0.6,0,1
1806,2RL7A_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-16_17-45-45.BMP,0,1,0,0.34,0,1
1807,2RL8M_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-16_04-52-21.BMP,0,1,1,0.34,0,1
1808,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-11_01-45-40.BMP,0,1,0,0.36,0,1
1809,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-11_01-45-40.BMP,0,1,1,0.56,0,1
1810,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY9_2020-11-11_04-09-15.BMP,0,1,1,0.59,0,1
1811,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-11_01-45-40.BMP,0,1,0,0.51,0,1
1812,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY9_2020-11-11_04-09-15.BMP,0,1,0,0.51,0,1
1813,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-11_01-45-40.BMP,0,1,1,0.24,0,1
1814,2RL8S_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY9_2020-11-11_04-09-15.BMP,0,1,1,0.23,0,1
1815,2RL8W_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-08_12-07-11.BMP,0,1,1,0.57,0,1
1816,2RL8W_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-08_12-07-11.BMP,0,1,0,0.2,0,1
1817,2RL8W_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-08_12-07-11.BMP,0,1,1,0.44,0,1
1818,2RL8W_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-08_12-07-11.BMP,0,1,0,0.2,0,1
1819,2RL8W_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-08_12-07-11.BMP,0,1,0,0.14,0,1
1820,2RL9A_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-07_00-11-01.BMP,0,1,0,0.14,0,1
1821,2RL9A_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-07_00-11-01.BMP,0,1,0,0.56,0,1
1822,2RL9A_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-07_00-11-01.BMP,0,1,0,0.49,0,1
1823,2RL9A_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-07_00-11-01.BMP,0,1,0,0.35,0,1
1824,2RL9C_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-23_20-23-39.BMP,0,1,0,0.22,0,1
1825,2RL9C_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-23_20-23-39.BMP,0,1,0,0.19,0,1
1826,2RL9C_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-23_20-23-39.BMP,0,1,0,0.37,0,1
1827,2RL9C_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-23_20-23-39.BMP,0,1,0,0.32,0,1
1828,2RL9C_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-23_20-23-39.BMP,0,1,0,0.39,0,1
1829,2RL9K_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-18_20-38-46.BMP,0,1,0,0.6,0,1
1830,2RL9K_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-18_20-38-46.BMP,0,1,0,0.13,0,1
1831,2RL9K_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-18_20-38-46.BMP,0,1,0,0.21,0,1
1832,2RL9M_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-02_11-52-45.BMP,0,1,1,0.56,0,1
1833,2RL9M_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-02_11-52-45.BMP,0,1,0,0.24,0,1
1834,2RL9M_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-02_11-52-45.BMP,0,1,0,0.17,0,1
1835,2RL9O_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-19_11-39-49.BMP,0,1,0,0.4,0,1
1836,2RL9O_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-19_11-39-49.BMP,0,1,1,0.29,0,1
1837,2RL9O_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-19_11-39-49.BMP,0,1,0,0.39,0,1
1838,2RL9Q_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_05-38-04.BMP,0,1,0,0.56,0,1
1839,2RL9Q_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-16_05-38-04.BMP,0,1,0,0.36,0,1
1840,2RL9Q_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-16_05-38-04.BMP,0,1,0,0.13,0,1
1841,2RL9Q_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-16_05-38-04.BMP,0,1,1,0.52,0,1
1842,2RL60_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-18_21-05-41.BMP,0,1,0,0.31,0,1
1843,2RL60_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-18_21-05-41.BMP,0,1,0,0.55,0,1
1844,2RL60_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-18_21-05-41.BMP,0,1,1,0.37,0,1
1845,2RL60_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-18_21-05-41.BMP,0,1,1,0.42,0,1
1846,2RL74_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-16_02-47-46.BMP,0,1,1,0.24,0,1
1847,2RL74_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_02-47-46.BMP,0,1,0,0.37,0,1
1848,2RL74_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-16_02-47-46.BMP,0,1,1,0.42,0,1
1849,2RL74_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-16_02-47-46.BMP,0,1,0,0.37,0,1
1850,2RLA0_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-07_22-00-21.BMP,0,1,1,0.44,0,1
1851,2RLA0_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-07_22-00-21.BMP,0,1,0,0.49,0,1
1852,2RLA0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-07_22-00-21.BMP,0,1,0,0.59,0,1
1853,2RLA0_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-07_22-00-21.BMP,0,1,1,0.6,0,1
1854,2RLA0_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-07_22-00-21.BMP,0,1,0,0.17,0,1
1855,2RLA4_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-10_22-08-15.BMP,0,1,0,0.42,0,1
1856,2RLA4_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-10_22-08-15.BMP,0,1,0,0.45,0,1
1857,2RLA4_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-10_22-08-15.BMP,0,1,0,0.39,0,1
1858,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY9_2020-11-14_18-00-24.BMP,0,1,1,0.12,0,1
1859,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-14_10-37-23.BMP,0,1,0,0.51,0,1
1860,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY9_2020-11-14_18-00-24.BMP,0,1,0,0.39,0,1
1861,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-14_10-37-23.BMP,0,1,0,0.47,0,1
1862,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY9_2020-11-14_18-00-24.BMP,0,1,1,0.39,0,1
1863,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY9_2020-11-14_18-00-24.BMP,0,1,0,0.24,0,1
1864,2RLAK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-14_10-37-23.BMP,0,1,0,0.15,0,1
1865,2RLBA_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-09_21-25-23.BMP,0,1,0,0.57,0,1
1866,2RLBA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-12-09_21-25-23.BMP,0,1,0,0.42,0,1
1867,2RLBA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-09_21-25-23.BMP,0,1,0,0.33,0,1
1868,2RLBI_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-07_21-56-52.BMP,0,1,0,0.55,0,1
1869,2RLBI_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-07_21-56-52.BMP,0,1,0,0.35,0,1
1870,2RLBI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-07_21-56-52.BMP,0,1,0,0.18,0,1
1871,2RLBI_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-07_21-56-52.BMP,0,1,0,0.28,0,1
1872,2RLBI_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-07_21-56-52.BMP,0,1,1,0.4,0,1
1873,2RLBU_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-11_22-52-43.BMP,0,1,0,0.59,0,1
1874,2RLBU_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-11_22-52-43.BMP,0,1,0,0.2,0,1
1875,2RLBU_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-11_22-52-43.BMP,0,1,0,0.4,0,1
1876,2RLBU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-11_22-52-43.BMP,0,1,0,0.47,0,1
1877,2RLBU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-11_22-52-43.BMP,0,1,0,0.23,0,1
1878,2RLBU_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-11_22-52-43.BMP,0,1,0,0.2,0,1
