,file name,label,vanti,train \ test
2693,J7VGA_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX7SDY17_2020-11-20_22-38-08.BMP,0,0,0
2694,J7VIE_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-15_04-20-22.BMP,0,0,1
2695,J7VIE_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-15_04-20-22.BMP,0,0,0
2696,J7VIE_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-15_04-20-22.BMP,0,0,1
2697,J7VIE_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-15_04-20-22.BMP,0,0,0
2698,J7VIG_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX7SDY16_2020-12-04_17-47-32.BMP,0,0,0
2699,J7VIG_FSGB_VE_MEAS_FIB_{MEASURE}_P010_DX10DY3SDX7SDY16_2020-12-04_17-47-32.BMP,0,0,1
2700,J7VIM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-27_20-09-32.BMP,0,0,0
2701,J7VIO_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-04_23-36-33.BMP,0,0,1
2702,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,0
2703,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,0
2704,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,1
2705,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,1
2706,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,1
2707,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,0
2708,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,1
2709,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,0
2710,J7VLI_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-15_04-54-42.BMP,0,0,0
2711,J7VO0_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-14_12-33-02.BMP,0,0,0
2712,J7VO2_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-09_23-30-28.BMP,0,0,1
2713,J7VO6_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-06_01-51-09.BMP,0,0,0
2714,J7VO6_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-06_01-51-09.BMP,0,0,0
2715,J7VOC_FSGB_VE_MEAS_FIB_{MEASURE_Y}_P011_DX10DY15SDX7SDY16_2020-12-12_17-25-22.BMP,0,0,0
2716,J7VOC_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-05_06-15-18.BMP,0,0,0
2717,J7VOC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-05_06-15-18.BMP,0,0,1
2718,J7VOG_FSGB_VE_MEAS_FIB_{MEASURE_Y}_P010_DX10DY15SDX7SDY18_2020-12-08_07-51-25.BMP,0,0,1
2719,J7VOI_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-19_00-06-08.BMP,0,0,0
2720,J7VOK_FSGB_VE_MEAS_FIB_{MEASURE_Y}_P010_DX10DY15SDX7SDY18_2020-12-15_05-28-40.BMP,0,0,0
2721,J7VOK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-15_05-28-40.BMP,0,0,1
2722,J7VOK_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-15_05-28-40.BMP,0,0,1
2723,J7VOK_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-15_05-28-40.BMP,0,0,1
2724,J7VOM_FSGB_VE_MEAS_FIB_{MEASURE_Y}_P010_DX10DY15SDX7SDY18_2020-12-11_14-54-52.BMP,0,0,0
2725,J7VPE_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-14_17-18-27.BMP,0,0,0
2726,J7VPE_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-14_17-18-27.BMP,0,0,0
2727,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-17_12-27-38.BMP,0,0,0
2728,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,0
2729,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,1
2730,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,0
2731,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-17_12-27-38.BMP,0,0,0
2732,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,1
2733,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY17_2020-12-17_15-02-59.BMP,0,0,0
2734,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-17_12-27-38.BMP,0,0,0
2735,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX10DY9SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,0
2736,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX10DY9SDX7SDY17_2020-12-17_15-02-59.BMP,0,0,0
2737,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-17_12-27-38.BMP,0,0,1
2738,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY9SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,0
2739,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY9SDX7SDY17_2020-12-17_15-02-59.BMP,0,0,0
2740,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,0
2741,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX7SDY17_2020-12-17_15-02-59.BMP,0,0,1
2742,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-17_12-27-38.BMP,0,0,1
2743,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX14DY6SDX7SDY16_2020-12-18_07-25-35.BMP,0,0,1
2744,J7VQQ_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX14DY6SDX7SDY17_2020-12-17_15-02-59.BMP,0,0,1
2745,J7VQS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-19_07-19-11.BMP,0,0,1
2746,J7VQW_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-19_23-15-15.BMP,0,0,0
2747,L5JEY_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-14_21-01-36.BMP,0,0,0
2748,L5JEY_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-14_21-01-36.BMP,0,0,0
2749,L5JEY_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-14_21-01-36.BMP,0,0,0
2750,L5LHA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-11_05-07-40.BMP,0,0,1
2751,L5LIE_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-27_22-30-29.BMP,0,0,0
2752,L5LIE_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-27_22-30-29.BMP,0,0,0
2753,L5LIS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-11_07-37-30.BMP,0,0,0
2754,L5LIS_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-11_07-37-30.BMP,0,0,0
2755,L5LMI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-16_01-47-29.BMP,0,0,1
2756,L5LT6_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-16_02-57-30.BMP,0,0,0
2757,L5LTU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-15_03-36-32.BMP,0,0,1
2758,L5LXI_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-14_21-40-40.BMP,0,0,1
2759,L5LXM_FSGB_VE_MEAS_FIB_{MEASURE_Y}_P010_DX10DY15SDX7SDY18_2020-11-14_04-22-38.BMP,0,0,0
2760,L5LXM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-14_04-22-38.BMP,0,0,0
2761,L5LYK_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-16_20-21-18.BMP,0,0,0
2762,L5LYS_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-29_16-13-30.BMP,0,0,0
2763,L5LYS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-29_16-13-30.BMP,0,0,0
2764,L5LYS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-29_16-13-30.BMP,0,0,0
2765,L5LYU_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-16_03-14-04.BMP,0,0,0
2766,L5M1C_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-18_23-22-19.BMP,0,0,0
2767,L5M1M_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY17_2020-12-30_14-24-23.BMP,0,0,0
2768,L5M1M_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-30_00-10-35.BMP,0,0,0
2769,L5M1O_FSGB_VE_MEAS_FIB_{MEASURE_Y}_P010_DX10DY15SDX7SDY18_2020-12-29_13-27-40.BMP,0,0,0
2770,L5M2I_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-29_02-53-33.BMP,0,0,0
2771,L5M2Q_FSGB_VE_MEAS_FIB_{MEASURE_Y}_P010_DX10DY15SDX7SDY18_2020-12-11_14-00-01.BMP,0,0,1
2772,L5M2S_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-29_03-16-32.BMP,0,0,0
2773,L5M2S_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-29_03-16-32.BMP,0,0,0
2774,L5M3A_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY17_2020-12-05_17-39-41.BMP,0,0,0
2775,L5M16_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-20_09-27-17.BMP,0,0,0
2776,L5M16_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-20_09-27-17.BMP,0,0,0
2777,L5M22_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-29_03-37-14.BMP,0,0,0
2778,S5HP8_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-11_00-25-07.BMP,0,0,1
2779,S5HP8_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-11_00-25-07.BMP,0,0,0
2780,S5HP8_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-11_00-25-07.BMP,0,0,0
2781,S5HPA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-16_22-10-24.BMP,0,0,0
2782,S5HPM_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-01_15-13-51.BMP,0,0,1
2783,S5HPM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-01_15-13-51.BMP,0,0,0
2784,S5HPO_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-29_16-30-31.BMP,0,0,1
2785,S5HPS_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-22_11-20-56.BMP,0,0,0
2786,S5HPS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-22_11-20-56.BMP,0,0,0
2787,S5HPS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-22_11-20-56.BMP,0,0,0
2788,S5HPS_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-22_11-20-56.BMP,0,0,0
2789,S5HPU_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-28_21-56-29.BMP,0,0,0
2790,S5HPU_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-28_21-56-29.BMP,0,0,0
2791,S5HTI_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-10_22-09-08.BMP,0,0,0
2792,S5HTI_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-10_22-09-08.BMP,0,0,0
2793,S5HTI_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-10_22-09-08.BMP,0,0,0
2794,S5HTI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-10_22-09-08.BMP,0,0,0
2795,S5HTI_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-10_22-09-08.BMP,0,0,0
2796,S5HTI_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-10_22-09-08.BMP,0,0,0
2797,S5HTK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-10_22-40-46.BMP,0,0,0
2798,S5HTK_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-10_22-40-46.BMP,0,0,0
2799,S5HTK_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-10_22-40-46.BMP,0,0,1
2800,S5HTM_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY17_2020-11-08_15-53-11.BMP,0,0,0
2801,S5HTM_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY17_2020-11-08_15-53-11.BMP,0,0,1
2802,S5HTM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY17_2020-11-08_15-53-11.BMP,0,0,0
2803,S5HTM_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY17_2020-11-08_15-53-11.BMP,0,0,1
2804,S5HTM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-08_08-12-37.BMP,0,0,0
2805,S5HTO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-22_11-55-50.BMP,0,0,0
2806,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,1
2807,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,0
2808,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,1
2809,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,0
2810,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,1
2811,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,0
2812,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,0
2813,S5HTQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-04_16-33-16.BMP,0,0,0
2814,S5HTS_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-10_21-35-27.BMP,0,0,1
2815,S5HTS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-10_21-35-27.BMP,0,0,0
2816,S5HTS_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-10_21-35-27.BMP,0,0,0
2817,S5HTS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-10_21-35-27.BMP,0,0,0
2818,S5HTS_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-10_21-35-27.BMP,0,0,1
2819,S5HTW_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-30_21-14-50.BMP,0,0,1
2820,S5HU2_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY17_2020-12-03_15-17-13.BMP,0,0,1
2821,S5HU2_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY17_2020-12-03_15-17-13.BMP,0,0,0
2822,S5HU2_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-03_04-11-09.BMP,0,0,1
2823,S5HU2_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY17_2020-12-03_15-17-13.BMP,0,0,0
2824,S5HU2_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY17_2020-12-03_15-17-13.BMP,0,0,0
2825,S5HU2_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-03_04-11-09.BMP,0,0,0
2826,S5HU4_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-22_11-30-22.BMP,0,0,0
2827,S5HUC_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-01_19-20-26.BMP,0,0,0
2828,S5HUC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-01_19-20-26.BMP,0,0,0
2829,S5HUC_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-01_19-20-26.BMP,0,0,0
2830,S5HUG_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-24_04-03-27.BMP,0,0,1
2831,S5HUG_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-24_04-03-27.BMP,0,0,0
2832,S5HUI_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-30_02-05-39.BMP,0,0,0
2833,S5HUI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-30_02-05-39.BMP,0,0,0
2834,S5HUK_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-30_03-05-35.BMP,0,0,0
2835,S5HUK_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-30_03-05-35.BMP,0,0,0
2836,S5HUK_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-30_03-05-35.BMP,0,0,0
2837,S51EC_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-21_02-47-45.BMP,0,0,1
2838,S51EE_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-21_20-35-37.BMP,0,0,0
2839,S51EI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY17_2020-12-24_12-07-10.BMP,0,0,0
2840,S51HG_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-27_05-17-42.BMP,0,0,1
2841,S51HM_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY17_2020-12-24_12-06-45.BMP,0,0,0
2842,S51HM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY13_2020-12-24_12-06-45.BMP,0,0,0
2843,S510E_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX14DY6SDX5SDY18_2020-12-23_01-39-25.BMP,0,0,1
2844,S510I_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-22_19-39-27.BMP,0,0,0
2845,S510K_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-13_02-00-19.BMP,0,0,0
2846,S510K_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-13_02-00-19.BMP,0,0,0
2847,S510M_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-11_06-59-57.BMP,0,0,0
2848,S510M_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-11_06-59-57.BMP,0,0,1
2849,S510M_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-11_06-59-57.BMP,0,0,0
2850,S510U_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-22_13-17-25.BMP,0,0,0
2851,S510W_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-18_15-26-48.BMP,0,0,0
2852,S511I_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-23_13-16-40.BMP,0,0,1
2853,S511I_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-23_13-16-40.BMP,0,0,0
2854,S511Q_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY17_2020-12-24_12-06-45.BMP,0,0,0
2855,S511Q_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY17_2020-12-24_12-06-45.BMP,0,0,0
2856,S511Q_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY13_2020-12-24_12-06-45.BMP,0,0,0
2857,S511U_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-22_04-30-40.BMP,0,0,0
2858,S511Y_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY16_2020-12-23_21-12-16.BMP,0,0,0
2859,S512A_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-07_13-11-55.BMP,0,0,0
2860,S519C_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-18_06-01-25.BMP,0,0,0
2861,S519C_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-18_06-01-25.BMP,0,0,1
2862,S519G_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-01_22-40-05.BMP,0,0,1
2863,S519G_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-01_22-40-05.BMP,0,0,1
2864,S519G_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-01_22-40-05.BMP,0,0,0
2865,S519G_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-01_22-40-05.BMP,0,0,0
2866,S519G_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-01_22-40-05.BMP,0,0,0
2867,S519I_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY14_2020-12-02_00-41-25.BMP,0,0,0
2868,S5102_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-20_02-11-51.BMP,0,0,0
2869,S5102_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-20_02-11-51.BMP,0,0,1
2870,S5102_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-20_02-11-51.BMP,0,0,0
2871,S5104_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-18_17-45-13.BMP,0,0,0
2872,S5104_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-18_17-45-13.BMP,0,0,0
2873,S5104_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_17-45-13.BMP,0,0,1
2874,S5104_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-18_17-45-13.BMP,0,0,0
2875,S5104_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-18_17-45-13.BMP,0,0,0
2876,S5122_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-08_07-19-16.BMP,0,0,0
2877,S5122_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-08_07-19-16.BMP,0,0,1
2878,S5128_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-12_16-21-06.BMP,0,0,0
