,file name,label,vanti
198,Y50RY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-16_12-21-50.BMP,1,1
199,9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-04_05-34-10.BMP,1,1
200,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_22-42-27.BMP,1,1
201,7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-06_14-11-39.BMP,1,1
202,9A0S4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-04_12-34-55.BMP,1,1
203,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-26_03-20-12.BMP,1,1
204,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-11-24_07-58-07.BMP,1,1
205,4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-24_12-20-28.BMP,1,1
206,Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-14_03-41-31.BMP,1,1
207,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-24_01-38-03.BMP,1,1
208,7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-31_17-48-19.BMP,1,1
209,7N0K6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-31_21-27-43.BMP,1,1
210,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-11_02-30-09.BMP,1,1
211,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-18_00-33-27.BMP,1,1
212,Y50YS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-24_20-05-11.BMP,1,1
213,Y50XQ_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-01_19-30-14.BMP,1,1
214,7EIGO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-03_08-22-34.BMP,1,1
215,9A0S8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-17_10-17-06.BMP,1,1
216,4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-01_05-35-14.BMP,1,1
217,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-18_00-33-27.BMP,1,1
218,7EIGK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-15_16-24-55.BMP,1,1
219,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-26_03-20-12.BMP,1,1
220,Y50Z8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-15_08-18-10.BMP,1,1
221,T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX8DY11SDX8SDY15_2020-06-18_17-28-42.BMP,1,1
222,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-04_21-18-05.BMP,1,1
223,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-20_22-52-00.BMP,1,1
224,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-14_23-26-47.BMP,1,1
225,5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-29_01-50-21.BMP,1,1
226,7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-17_19-26-45.BMP,1,1
227,9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-22_15-45-32.BMP,1,1
228,9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-29_13-51-26.BMP,1,1
229,Y50ZI_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-06_15-36-35.BMP,1,1
230,7N0N0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-07_21-54-15.BMP,1,1
231,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-13_11-21-53.BMP,1,1
232,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-14_20-59-21.BMP,1,1
233,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-24_01-38-03.BMP,1,1
234,9A0TA_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_23-21-50.BMP,1,1
235,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY17_2020-10-23_04-14-19.BMP,1,1
236,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-01_21-07-13.BMP,1,1
237,T10GA_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-16_07-46-52.BMP,1,1
238,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-30_02-22-54.BMP,1,1
239,7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-02-06_00-49-58.BMP,1,1
240,7QI8O_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-14_14-13-23.BMP,1,1
241,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-20_22-52-00.BMP,1,1
242,N9HKA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-18_07-10-31.BMP,1,1
243,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-14_23-26-47.BMP,1,1
244,Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-23_03-27-39.BMP,1,1
245,Y50YQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-25_02-18-35.BMP,1,1
246,7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-01-31_17-48-19.BMP,1,1
247,Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-25_10-15-03.BMP,1,1
248,N606A_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-12-01_09-05-20.BMP,1,1
249,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-25_16-18-28.BMP,1,1
250,T10H2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-28_03-34-16.BMP,1,1
251,9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-22_15-45-32.BMP,1,1
252,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-10-17_22-27-31.BMP,1,1
253,1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-01_22-03-03.BMP,1,1
254,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-20_22-52-00.BMP,1,1
255,9A0VU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_14-19-57.BMP,1,1
256,4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-09_02-36-53.BMP,1,1
257,1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_15-29-29.BMP,1,1
258,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-26_03-20-12.BMP,1,1
259,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-13_05-32-30.BMP,1,1
260,7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-12-01_01-36-18.BMP,1,1
261,Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_11-40-42.BMP,1,1
262,9UHIY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-04_20-18-30.BMP,1,1
263,Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-14_03-41-31.BMP,1,1
264,T10H4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-01_07-38-11.BMP,1,1
265,4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-21_18-49-09.BMP,1,1
266,4P0RK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-31-37.BMP,1,1
267,1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_15-29-29.BMP,1,1
268,Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY14_2020-07-02_14-26-01.BMP,1,1
269,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-08_14-46-29.BMP,1,1
270,5C16G_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-23_05-09-44.BMP,1,1
271,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-26_03-20-12.BMP,1,1
272,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-02-07_01-06-55.BMP,1,1
273,Y50T0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-23_18-05-33.BMP,1,1
274,9A0SO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-18_15-52-18.BMP,1,1
275,4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-01_05-36-25.BMP,1,1
276,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_16-18-28.BMP,1,1
277,Y50YY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-18_13-11-27.BMP,1,1
278,Y511I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY16_2020-09-03_08-01-40.BMP,1,1
279,Y512U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-18_15-40-06.BMP,1,1
280,S7012_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX6SDY17_2020-09-01_20-38-48.BMP,1,1
281,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-11_03-47-54.BMP,1,1
282,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_12-28-14.BMP,1,1
283,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-10_08-10-42.BMP,1,1
284,4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-10-09_04-12-29.BMP,1,1
285,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-13_11-21-53.BMP,1,1
286,Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-12_03-36-12.BMP,1,1
287,9A0V0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-17_15-32-15.BMP,1,1
288,T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY15_2020-06-18_17-28-42.BMP,1,1
289,N606E_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-08_15-17-38.BMP,1,1
290,Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX7SDY17_2020-07-13_20-40-35.BMP,1,1
291,Y50X2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_05-58-57.BMP,1,1
292,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-10_08-10-42.BMP,1,1
293,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-23_11-58-38.BMP,1,1
294,7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-17_19-26-45.BMP,1,1
295,6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-02_23-27-51.BMP,1,1
296,7QI8M_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-19_05-03-22.BMP,1,1
297,Y50ZC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-19_11-15-47.BMP,1,1
298,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-10_08-10-42.BMP,1,1
299,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-23_11-58-38.BMP,1,1
300,6U0NW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-11_12-23-35.BMP,1,1
301,Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-08-27_01-54-47.BMP,1,1
302,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_11-21-53.BMP,1,1
303,7N0LY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-01-26_09-14-21.BMP,1,1
304,9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-11-02_16-26-26.BMP,1,1
305,2CICS_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-23_17-17-42.BMP,1,1
306,Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-09_22-54-39.BMP,1,1
307,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-13_15-47-08.BMP,1,1
308,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-23_11-58-38.BMP,1,1
309,T10HK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_14-47-16.BMP,1,1
310,Y50WY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_08-37-48.BMP,1,1
311,Y50T6_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX7SDY17_2020-07-07_04-00-06.BMP,1,1
312,5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2019-12-29_01-50-21.BMP,1,1
313,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-14_20-59-21.BMP,1,1
314,Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-23_03-27-39.BMP,1,1
315,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-02-07_01-06-55.BMP,1,1
316,S700K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-30_06-53-48.BMP,1,1
317,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-30_02-22-54.BMP,1,1
318,4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-10-48.BMP,1,1
319,9UHIW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-30_20-48-36.BMP,1,1
320,9A0T8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_05-32-04.BMP,1,1
321,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-14_20-59-21.BMP,1,1
322,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-28_12-28-14.BMP,1,1
323,Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-03_00-11-54.BMP,1,1
324,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-08_08-38-32.BMP,1,1
325,Y512A_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-19_04-56-49.BMP,1,1
326,4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-21_18-49-09.BMP,1,1
327,Y511Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-19_05-18-50.BMP,1,1
328,S700U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-26_20-36-11.BMP,1,1
329,S701O_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-28_04-10-28.BMP,1,1
330,S7016_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_17-16-30.BMP,1,1
331,S701O_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-28_04-10-28.BMP,1,1
332,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-17_20-55-41.BMP,1,1
333,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY17_2020-10-23_04-14-19.BMP,1,1
334,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY4SDX8SDY17_2020-10-23_04-14-19.BMP,1,1
335,S700Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_07-34-21.BMP,1,1
336,Y50RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-22_00-51-51.BMP,1,1
337,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_05-32-30.BMP,1,1
338,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-01_21-07-13.BMP,1,1
339,Y50RW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-28_20-15-16.BMP,1,1
340,Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-13_15-47-59.BMP,1,1
341,Y50XO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-20_22-16-03.BMP,1,1
342,9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-29_13-51-26.BMP,1,1
343,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_03-47-54.BMP,1,1
344,Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-26_21-24-48.BMP,1,1
345,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-08_19-47-50.BMP,1,1
346,7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-02-06_00-49-58.BMP,1,1
347,6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-02_23-27-51.BMP,1,1
348,2CICW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-09-20_07-52-47.BMP,1,1
349,9A0SG_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-04-15_01-42-25.BMP,1,1
350,7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-01_01-36-18.BMP,1,1
351,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-30_02-22-54.BMP,1,1
352,Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_11-40-42.BMP,1,1
353,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-08_08-38-32.BMP,1,1
354,T10HY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_19-18-10.BMP,1,1
355,7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-06_14-11-39.BMP,1,1
356,Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-08-10_23-58-19.BMP,1,1
357,S7004_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-07_02-41-43.BMP,1,1
358,S700U_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_20-36-11.BMP,1,1
359,9A0T6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_11-24-20.BMP,1,1
360,9A0VM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-17_18-06-38.BMP,1,1
361,4P0QU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-29_01-12-37.BMP,1,1
362,4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-01_05-35-14.BMP,1,1
363,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-25_16-18-28.BMP,1,1
364,4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-06_10-40-26.BMP,1,1
365,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-01_21-07-13.BMP,1,1
366,4P0QQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-22_15-38-00.BMP,1,1
367,Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-02_09-29-40.BMP,1,1
368,9UHIW_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-30_20-48-36.BMP,1,1
369,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-18_00-33-27.BMP,1,1
370,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-04_22-42-27.BMP,1,1
371,Y50XE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-27_14-13-26.BMP,1,1
372,9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-04_05-34-10.BMP,1,1
373,9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-02_16-26-26.BMP,1,1
374,1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-01_22-03-03.BMP,1,1
375,9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-11_14-51-46.BMP,1,1
376,Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-12-03_00-11-54.BMP,1,1
377,Y50XQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-01_19-30-14.BMP,1,1
378,Y50Z0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-10_00-19-15.BMP,1,1
379,T10GA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-16_07-46-52.BMP,1,1
380,4P0RW_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-12-04_11-07-35.BMP,1,1
381,Y512A_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-19_04-56-49.BMP,1,1
382,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-08_08-38-32.BMP,1,1
383,T10HQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_20-11-59.BMP,1,1
384,9A0VM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-17_18-06-38.BMP,1,1
385,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-14_23-26-47.BMP,1,1
386,Y50Q4_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-01_21-06-26.BMP,1,1
387,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-07_01-06-55.BMP,1,1
388,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-11-24_07-58-07.BMP,1,1
389,6U0NO_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX8DY11SDX8SDY13_2020-09-24_17-05-40.BMP,1,1
390,T10GC_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-10_05-22-17.BMP,1,1
391,Y50YC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-22_22-38-21.BMP,1,1
392,Y5116_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-13_04-11-50.BMP,1,1
393,9A0S8_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-17_10-17-06.BMP,1,1
394,4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-01_05-36-25.BMP,1,1
