,file name,label,vanti,train \ test,score,vanti label,vanti with pr
14271,J304S_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-12-20_16-00-44.BMP,1,1,1,0.91,0,1
14272,A70WY_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-07_17-38-27.BMP,1,1,0,0.93,0,1
14273,6GJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-11-29_03-25-31.BMP,1,1,0,0.75,0,1
14274,8XJN2_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX10DY9SDX5SDY30_2020-12-12_15-43-54.BMP,1,1,0,0.71,0,1
14275,2RLSC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-18_16-56-34.BMP,1,1,0,0.57,0,1
14276,1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX10DY14SDX7SDY14_2020-11-28_20-01-36.BMP,1,1,0,0.6,0,1
14277,I6UWC_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_07-51-24.BMP,1,1,0,0.88,0,1
14278,6GJ7K_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-11-16_22-55-05.BMP,1,1,0,0.58,0,1
14279,I6UVG_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-16_23-31-02.BMP,1,1,0,0.93,0,1
14280,1A1BM_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-23_08-12-49.BMP,1,1,1,0.84,0,1
14281,1PIIU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY17_2020-12-16_23-00-00.BMP,1,1,0,0.51,0,1
14282,2RKR2_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-02_13-02-04.BMP,1,1,0,0.6,0,1
14283,I6V34_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-04_02-55-03.BMP,1,1,0,0.49,0,1
14284,I6V1E_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-10_12-48-49.BMP,1,1,0,0.63,0,1
14285,1A1QY_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-18_15-21-30.BMP,1,1,0,0.61,0,1
14286,2RLKY_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX4DY8SDX9SDY10_2020-12-02_19-58-59.BMP,1,1,0,0.44,0,1
14287,I6UYQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-09_20-50-59.BMP,1,1,0,0.54,0,1
14288,S510E_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-21_23-16-23.BMP,1,1,0,0.82,0,1
14289,3JOUK_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX14DY6SDX6SDY25_2020-12-06_23-52-35.BMP,1,1,1,0.42,0,1
14290,1A1B4_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-11-23_12-08-08.BMP,1,1,0,0.64,0,1
14291,I6UU6_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-12_07-19-41.BMP,1,1,1,0.73,0,1
14292,1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-11-26_20-06-22.BMP,1,1,0,0.41,0,1
14293,S50ZI_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-08_15-02-27.BMP,1,1,0,0.92,0,1
14294,3AJ92_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-24_08-44-08.BMP,1,1,1,0.56,0,1
14295,S50ZI_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-08_15-02-27.BMP,1,1,1,0.53,0,1
14296,1AHT8_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY17_2020-11-23_21-49-25.BMP,1,1,1,0.64,0,1
14297,1A1EE_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX10DY14SDX7SDY18_2020-11-22_13-08-15.BMP,1,1,0,0.8,0,1
14298,S50ZU_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-22_07-39-13.BMP,1,1,0,0.77,0,1
14299,6GJ16_FSGB_VE_MEAS_FIB_{MEASURELB}_P002_DX10DY14SDX7SDY18_2020-11-17_04-48-32.BMP,1,1,1,0.61,0,1
14300,2RLS4_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-13_12-38-58.BMP,1,1,0,0.89,0,1
14301,2RLSK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-15_19-10-24.BMP,1,1,1,0.58,0,1
14302,1A1RY_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-21_20-35-37.BMP,1,1,0,0.41,0,1
14303,I6V20_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-15_03-58-11.BMP,1,1,1,0.67,0,1
14304,S519I_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX5SDY18_2020-12-01_19-36-45.BMP,1,1,1,0.5,0,1
14305,I6UXU_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-17_02-20-11.BMP,1,1,0,0.55,0,1
14306,3AIHW_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-07_15-57-17.BMP,1,1,0,0.65,0,1
14307,S510E_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX5SDY18_2020-12-23_01-39-25.BMP,1,1,0,0.46,0,1
14308,S51HU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX10DY9SDX5SDY18_2020-12-14_21-49-35.BMP,1,1,0,0.73,0,1
14309,I6V40_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-21_20-41-57.BMP,1,1,0,0.45,0,1
14310,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX12DY14SDX5SDY25_2020-11-07_08-51-33.BMP,1,1,0,0.92,0,1
14311,I6UZY_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-05_09-45-02.BMP,1,1,1,0.62,0,1
14312,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX8DY8SDX5SDY29_2020-12-08_04-24-06.BMP,1,1,1,0.84,0,1
14313,S51HQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-22_06-54-41.BMP,1,1,0,0.41,0,1
14314,1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY17_2020-12-06_08-33-46.BMP,1,1,0,0.75,0,1
14315,6GJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-29_03-25-31.BMP,1,1,0,0.45,0,1
14316,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P012_DX7DY14SDX5SDY30_2020-11-06_23-06-48.BMP,1,1,0,0.68,0,1
14317,3JOU6_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX6DY6SDX6SDY25_2020-12-13_18-23-14.BMP,1,1,0,0.91,0,1
14318,1A1AG_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-19_19-31-33.BMP,1,1,0,0.55,0,1
14319,1A1QY_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-18_15-21-30.BMP,1,1,0,0.89,0,1
14320,2RLPS_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY9_2020-12-11_08-48-45.BMP,1,1,0,0.74,0,1
14321,1A1B0_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-22_03-15-44.BMP,1,1,1,0.54,0,1
14322,S5HUA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-11_13-01-52.BMP,1,1,1,0.56,0,1
14323,2RL9M_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-02_11-52-45.BMP,1,1,0,0.44,0,1
14324,S511Y_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY16_2020-12-23_21-12-16.BMP,1,1,0,0.64,0,1
14325,3JOSC_FSGB_VE_MEAS_FIB_{MEASURE}_P012_DX8DY13SDX6SDY25_2020-11-26_17-21-04.BMP,1,1,1,0.49,0,1
14326,U8LOM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-07_19-31-36.BMP,1,1,1,0.65,0,1
14327,I6V40_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-12-21_20-41-57.BMP,1,1,0,0.82,0,1
14328,V91N2_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-05_06-57-47.BMP,1,1,1,0.9,0,1
14329,I6V1I_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-09_14-44-12.BMP,1,1,0,0.48,0,1
14330,2RLV0_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-28_01-55-18.BMP,1,1,1,0.78,0,1
14331,1A1QY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-18_15-21-30.BMP,1,1,1,0.91,0,1
14332,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P012_DX7DY14SDX5SDY30_2020-12-08_04-24-06.BMP,1,1,0,0.71,0,1
14333,1P3E8_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-02_21-08-02.BMP,1,1,0,0.81,0,1
14334,2RLQO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-08_07-21-31.BMP,1,1,1,0.44,0,1
14335,2RLRU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-09_15-44-37.BMP,1,1,0,0.47,0,1
14336,U8LOM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-07_19-31-36.BMP,1,1,0,0.81,0,1
14337,1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-21_17-20-40.BMP,1,1,0,0.48,0,1
14338,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P014_DX11DY2SDX5SDY30_2020-11-06_07-36-09.BMP,1,1,0,0.86,0,1
14339,2RLOW_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-19_14-11-11.BMP,1,1,0,0.83,0,1
14340,S51HO_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-27_21-17-25.BMP,1,1,0,0.65,0,1
14341,2RKHW_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY9_2020-11-01_07-34-08.BMP,1,1,0,0.58,0,1
14342,S5122_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-11-08_07-19-16.BMP,1,1,0,0.8,0,1
14343,S50ZQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-11_14-12-03.BMP,1,1,0,0.46,0,1
14344,J7VGA_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-20_15-09-37.BMP,1,1,0,0.92,0,1
14345,I6V3Q_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-11-29_15-00-34.BMP,1,1,1,0.5,0,1
14346,3JOZG_FSGB_VE_MEAS_FIB_{MEASURE}_P011_DX11DY5SDX6SDY25_2020-11-27_00-51-40.BMP,1,1,0,0.74,0,1
14347,U8L9A_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-06_22-38-13.BMP,1,1,1,0.89,0,1
14348,1A1AO_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX14DY11SDX7SDY18_2020-12-22_08-02-14.BMP,1,1,1,0.59,0,1
14349,3AJ5W_FSGB_VE_MEAS_FIB_{MEASURELB}_P007_DX6DY6SDX7SDY18_2020-12-27_16-39-57.BMP,1,1,1,0.7,0,1
14350,S510Q_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-01_21-15-16.BMP,1,1,0,0.77,0,1
14351,2RLNG_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY9_2020-11-25_22-18-56.BMP,1,1,0,0.45,0,1
14352,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P013_DX13DY14SDX5SDY30_2020-11-05_13-33-58.BMP,1,1,0,0.85,0,1
14353,S5HPM_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY18_2020-12-01_15-13-51.BMP,1,1,0,0.84,0,1
14354,2RLF8_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-06_18-12-36.BMP,1,1,0,0.58,0,1
14355,1A1EE_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX17DY9SDX7SDY18_2020-11-22_13-08-15.BMP,1,1,0,0.56,0,1
14356,I6V2O_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-07_11-38-55.BMP,1,1,0,0.43,0,1
14357,I6UYO_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-09_21-31-49.BMP,1,1,0,0.59,0,1
14358,S51HU_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX5SDY18_2020-12-14_21-49-35.BMP,1,1,0,0.7,0,1
14359,1A1S4_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-13_20-16-15.BMP,1,1,0,0.71,0,1
14360,2RLHO_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-11_21-06-01.BMP,1,1,0,0.73,0,1
14361,2RLQA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX16DY6SDX2SDY10_2020-11-23_12-46-54.BMP,1,1,1,0.77,0,1
14362,2RLQA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-23_12-46-54.BMP,1,1,1,0.48,0,1
14363,U8M4I_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-29_02-06-32.BMP,1,1,0,0.6,0,1
14364,8XJLM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-26_20-01-47.BMP,1,1,0,0.43,0,1
14365,1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX6DY6SDX7SDY14_2020-11-28_20-01-36.BMP,1,1,0,0.91,0,1
14366,2RLXI_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX9DY12SDX2SDY10_2020-12-07_21-06-41.BMP,1,1,0,0.68,0,1
14367,2RLOY_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-27_06-24-57.BMP,1,1,0,0.82,0,1
14368,S50ZU_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-11-22_07-39-13.BMP,1,1,1,0.92,0,1
14369,1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-12-21_17-20-40.BMP,1,1,0,0.8,0,1
14370,S50ZU_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-22_13-08-32.BMP,1,1,0,0.88,0,1
14371,1AHTG_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY16_2020-12-06_11-08-08.BMP,1,1,0,0.62,0,1
14372,2RLLA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-13_22-35-32.BMP,1,1,1,0.77,0,1
14373,J7VOC_FSGB_VE_MEAS_FIB_{MEASURE}_P010_DX10DY3SDX7SDY17_2020-12-05_07-54-45.BMP,1,1,0,0.44,0,1
14374,1A1PY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-21_17-20-40.BMP,1,1,1,0.73,0,1
14375,2RLV0_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-28_01-55-18.BMP,1,1,0,0.81,0,1
14376,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX12DY14SDX5SDY29_2020-11-05_13-33-58.BMP,1,1,0,0.87,0,1
14377,S513O_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY17_2020-12-29_07-13-55.BMP,1,1,0,0.85,0,1
14378,V9HKC_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY17_2020-12-04_00-16-06.BMP,1,1,0,0.4,0,1
14379,I6UWW_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-16_15-48-24.BMP,1,1,0,0.9,0,1
14380,6GIN0_FSGB_VE_MEAS_FIB_{MEASURELB}_P001_DX10DY9SDX7SDY18_2020-11-26_06-05-34.BMP,1,1,1,0.7,0,1
14381,2RLMQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-06_22-03-30.BMP,1,1,0,0.6,0,1
14382,2RKKY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY9_2020-11-01_04-43-23.BMP,1,1,0,0.89,0,1
14383,2RLHG_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-22_12-08-10.BMP,1,1,0,0.49,0,1
14384,S510Q_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-11-01_21-15-16.BMP,1,1,0,0.9,0,1
14385,1A1PO_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-12_15-49-12.BMP,1,1,0,0.48,0,1
14386,2RLUA_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-07_14-57-12.BMP,1,1,0,0.85,0,1
14387,8XJ7K_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX17DY5SDX5SDY31_2020-11-15_11-53-12.BMP,1,1,0,0.75,0,1
14388,S510U_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-12-22_13-17-25.BMP,1,1,0,0.68,0,1
14389,6S3TA_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-03_02-11-19.BMP,1,1,1,0.87,0,1
14390,S51HK_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-22_03-29-28.BMP,1,1,0,0.5,0,1
14391,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P012_DX10DY15SDX5SDY27_2020-11-07_08-51-33.BMP,1,1,0,0.58,0,1
14392,6GJGA_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-12-15_02-19-44.BMP,1,1,1,0.74,0,1
14393,3JOTY_FSGB_VE_MEAS_FIB_{MEASURE}_P012_DX8DY13SDX6SDY24_2020-12-08_04-13-05.BMP,1,1,0,0.45,0,1
14394,S515E_FSGB_VE_MEAS_FIB_{MEASURE}_P001_DX10DY9SDX7SDY18_2020-12-27_21-17-25.BMP,1,1,1,0.53,0,1
14395,S51HM_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-22_19-49-48.BMP,1,1,0,0.42,0,1
14396,1A1R0_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX10DY14SDX7SDY13_2020-12-29_07-49-28.BMP,1,1,1,0.83,0,1
14397,S515O_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX17DY9SDX7SDY18_2020-12-18_15-21-30.BMP,1,1,0,0.58,0,1
14398,I6V0A_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-09_21-05-52.BMP,1,1,0,0.5,0,1
14399,U8LHK_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-12-21_01-03-37.BMP,1,1,0,0.46,0,1
14400,I6UW2_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-11-21_08-43-07.BMP,1,1,0,0.52,0,1
14401,2RLMS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-06_15-43-57.BMP,1,1,1,0.86,0,1
14402,S50ZQ_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX14DY6SDX7SDY18_2020-12-11_10-35-07.BMP,1,1,0,0.7,0,1
14403,6GJ7C_FSGB_VE_MEAS_FIB_{MEASURELB}_P006_DX17DY9SDX7SDY18_2020-12-13_03-03-17.BMP,1,1,1,0.83,0,1
14404,I6UZS_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-07_13-54-11.BMP,1,1,0,0.46,0,1
14405,I6UZY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-05_09-45-02.BMP,1,1,0,0.91,0,1
14406,2RL0Q_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-16_07-15-18.BMP,1,1,0,0.89,0,1
14407,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P015_DX13DY3SDX5SDY28_2020-11-06_07-36-09.BMP,1,1,0,0.8,0,1
14408,6GJ2S_FSGB_VE_MEAS_FIB_{MEASURELB}_P009_DX10DY3SDX7SDY18_2020-11-29_03-25-31.BMP,1,1,0,0.7,0,1
14409,S5HPM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY17_2020-12-01_19-36-22.BMP,1,1,0,0.79,0,1
14410,V91KK_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY17_2020-11-02_01-26-28.BMP,1,1,0,0.5,0,1
14411,1A1B4_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY18_2020-11-23_12-08-08.BMP,1,1,0,0.89,0,1
14412,5X6VW_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX5DY11SDX5SDY29_2020-12-07_10-44-43.BMP,1,1,0,0.45,0,1
14413,I6UYO_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-09_21-31-49.BMP,1,1,0,0.88,0,1
14414,1A196_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY18_2020-11-28_06-42-14.BMP,1,1,0,0.7,0,1
14415,6S3TA_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY14_2020-12-03_02-11-19.BMP,1,1,0,0.67,0,1
14416,I6UX2_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX11DY6SDX2SDY10_2020-12-10_12-26-50.BMP,1,1,0,0.66,0,1
14417,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX11DY5SDX5SDY25_2020-11-07_08-51-33.BMP,1,1,0,0.89,0,1
14418,2RLKY_FSGB_VE_MEAS_FIB_{MEASURE}_P018_DX4DY12SDX9SDY10_2020-12-02_19-58-59.BMP,1,1,0,0.51,0,1
14419,S5HU2_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-12-03_04-11-09.BMP,1,1,0,0.45,0,1
14420,I6UX2_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-12-10_12-26-50.BMP,1,1,0,0.4,0,1
14421,2RL9K_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-18_20-38-46.BMP,1,1,0,0.79,0,1
14422,S5HTM_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY6SDX7SDY17_2020-11-08_15-53-11.BMP,1,1,0,0.78,0,1
14423,6GIP2_FSGB_VE_MEAS_FIB_{MEASURELB}_P005_DX3DY9SDX7SDY18_2020-11-07_20-23-57.BMP,1,1,0,0.56,0,1
14424,3JOQ2_FSGB_VE_MEAS_FIB_{MEASURE}_P010_DX11DY14SDX6SDY25_2020-12-08_10-42-40.BMP,1,1,1,0.93,0,1
14425,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX8DY8SDX5SDY29_2020-11-06_23-06-48.BMP,1,1,0,0.63,0,1
14426,5X6UQ_FSGB_VE_MEAS_FIB_{MEASURE}_P006_DX11DY5SDX5SDY29_2020-11-05_13-33-58.BMP,1,1,0,0.62,0,1
14427,V9260_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX10DY3SDX7SDY17_2020-11-02_12-46-03.BMP,1,1,0,0.88,0,1
14428,I6UXA_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-07_09-32-33.BMP,1,1,0,0.83,0,1
14429,W40CK_FSGB_VE_MEAS_FIB_{MEASURELB}_P008_DX14DY6SDX7SDY18_2020-11-07_17-39-06.BMP,1,1,1,0.48,0,1
14430,I6V3W_FSGB_VE_MEAS_FIB_{MEASURE}_P004_DX4DY11SDX2SDY10_2020-11-29_15-28-31.BMP,1,1,1,0.54,0,1
14431,V91XY_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-18_13-30-21.BMP,1,1,0,0.44,0,1
14432,S510G_FSGB_VE_MEAS_FIB_{MEASURE}_P003_DX6DY11SDX7SDY18_2020-11-18_10-08-58.BMP,1,1,1,0.5,0,1
14433,I6UTE_FSGB_VE_MEAS_FIB_{MEASURE}_P002_DX14DY13SDX2SDY10_2020-11-09_07-04-22.BMP,1,1,0,0.49,0,1
14434,3JOTM_FSGB_VE_MEAS_FIB_{MEASURE}_P009_DX9DY3SDX6SDY25_2020-12-06_02-31-44.BMP,1,1,0,0.78,0,1
14435,U8M32_FSGB_VE_MEAS_FIB_{MEASURE}_P005_DX3DY9SDX7SDY18_2020-11-13_15-42-11.BMP,1,1,1,0.45,0,1
14436,2RLXC_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-12-18_13-59-11.BMP,1,1,0,0.43,0,1
14437,S511Y_FSGB_VE_MEAS_FIB_{MEASURE}_P008_DX6DY6SDX7SDY20_2020-12-17_15-22-31.BMP,1,1,1,0.6,0,1
14438,I6UZ4_FSGB_VE_MEAS_FIB_{MEASURE}_P007_DX6DY4SDX2SDY10_2020-11-16_15-24-45.BMP,1,1,0,0.49,0,1
