,file name,label,vanti,train \ test,score
182,Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-09_22-54-39.BMP,0,0,0,0.47
183,7EIGQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-10_13-52-40.BMP,0,0,0,0.41
184,Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX10DY9SDX7SDY14_2020-10-30_07-18-29.BMP,0,0,0,0.80
185,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX6SDY16_2020-07-13_21-12-50.BMP,0,0,0,0.92
186,9A0VW_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY17_2020-09-20_14-03-38.BMP,0,0,0,0.45
187,Y50Y8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-05_06-52-34.BMP,0,0,0,0.46
188,Y50YK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-24_05-55-09.BMP,0,0,1,0.48
189,9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.70
190,Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX8DY11SDX8SDY16_2020-08-25_11-00-14.BMP,0,0,1,0.52
191,7N0LE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-02-06_05-18-06.BMP,0,0,0,0.70
192,9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.81
193,Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-26_21-24-48.BMP,0,0,0,0.60
194,Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-08-10_23-58-19.BMP,0,0,0,0.62
195,4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,0,0.57
196,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX7SDY17_2020-07-13_21-12-50.BMP,0,0,1,0.68
197,T10GE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-29_11-45-49.BMP,0,0,0,0.87
198,Y50RY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-16_12-21-50.BMP,0,0,0,0.69
199,9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-04_05-34-10.BMP,0,0,0,0.90
200,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_22-42-27.BMP,0,0,0,0.69
201,7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-06_14-11-39.BMP,0,0,0,0.66
202,9A0S4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-04_12-34-55.BMP,0,0,0,0.55
203,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.91
204,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-11-24_07-58-07.BMP,0,0,0,0.57
205,4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-24_12-20-28.BMP,0,0,1,0.49
206,Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-14_03-41-31.BMP,0,0,0,0.67
207,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,1,0.53
208,7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-31_17-48-19.BMP,0,0,0,0.77
209,7N0K6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-31_21-27-43.BMP,0,0,0,0.67
210,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-11_02-30-09.BMP,0,0,1,0.62
211,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-18_00-33-27.BMP,0,0,0,0.62
212,Y50YS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-24_20-05-11.BMP,0,0,1,0.56
213,Y50XQ_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-01_19-30-14.BMP,0,0,0,0.55
214,7EIGO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-03_08-22-34.BMP,0,0,0,0.56
215,9A0S8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-17_10-17-06.BMP,0,0,1,0.80
216,4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-01_05-35-14.BMP,0,0,0,0.82
217,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-18_00-33-27.BMP,0,0,0,0.42
218,7EIGK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-15_16-24-55.BMP,0,0,1,0.90
219,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-26_03-20-12.BMP,0,0,0,0.91
220,Y50Z8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-15_08-18-10.BMP,0,0,0,0.51
221,T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX8DY11SDX8SDY15_2020-06-18_17-28-42.BMP,0,0,0,0.66
222,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-04_21-18-05.BMP,0,0,0,0.57
223,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-20_22-52-00.BMP,0,0,1,0.56
224,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.41
225,5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-29_01-50-21.BMP,0,0,0,0.91
226,7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.80
227,9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-22_15-45-32.BMP,0,0,0,0.40
228,9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-29_13-51-26.BMP,0,0,0,0.69
229,Y50ZI_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-06_15-36-35.BMP,0,0,1,0.83
230,7N0N0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-07_21-54-15.BMP,0,0,0,0.60
231,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,1,0.93
232,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,0,0.64
233,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,0,0.75
234,9A0TA_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_23-21-50.BMP,0,0,1,0.57
235,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,0,0.40
236,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,1,0.42
237,T10GA_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-16_07-46-52.BMP,0,0,1,0.62
238,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-30_02-22-54.BMP,0,0,0,0.46
239,7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,1,0.80
240,7QI8O_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-14_14-13-23.BMP,0,0,0,0.73
241,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-20_22-52-00.BMP,0,0,0,0.59
242,N9HKA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-18_07-10-31.BMP,0,0,0,0.89
243,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.94
244,Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-23_03-27-39.BMP,0,0,0,0.40
245,Y50YQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-25_02-18-35.BMP,0,0,1,0.47
246,7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-01-31_17-48-19.BMP,0,0,0,0.78
247,Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-25_10-15-03.BMP,0,0,0,0.75
248,N606A_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-12-01_09-05-20.BMP,0,0,0,0.58
249,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.94
250,T10H2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-28_03-34-16.BMP,0,0,0,0.40
251,9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-22_15-45-32.BMP,0,0,0,0.54
252,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-10-17_22-27-31.BMP,0,0,0,0.79
253,1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-01_22-03-03.BMP,0,0,1,0.70
254,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-20_22-52-00.BMP,0,0,0,0.88
255,9A0VU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_14-19-57.BMP,0,0,1,0.75
256,4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-09_02-36-53.BMP,0,0,1,0.77
257,1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_15-29-29.BMP,0,0,0,0.84
258,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.88
259,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.82
260,7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-12-01_01-36-18.BMP,0,0,1,0.88
261,Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_11-40-42.BMP,0,0,1,0.49
262,9UHIY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-04_20-18-30.BMP,0,0,0,0.45
263,Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-14_03-41-31.BMP,0,0,0,0.63
264,T10H4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-01_07-38-11.BMP,0,0,1,0.44
265,4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-21_18-49-09.BMP,0,0,0,0.45
266,4P0RK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-31-37.BMP,0,0,1,0.51
267,1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_15-29-29.BMP,0,0,1,0.52
268,Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY14_2020-07-02_14-26-01.BMP,0,0,0,0.75
269,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-08_14-46-29.BMP,0,0,0,0.46
270,5C16G_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-23_05-09-44.BMP,0,0,0,0.93
271,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.54
272,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.85
273,Y50T0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-23_18-05-33.BMP,0,0,0,0.67
274,9A0SO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-18_15-52-18.BMP,0,0,0,0.92
275,4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,1,0.63
276,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.81
277,Y50YY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-18_13-11-27.BMP,0,0,0,0.81
278,Y511I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY16_2020-09-03_08-01-40.BMP,0,0,1,0.75
279,Y512U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-18_15-40-06.BMP,0,0,1,0.68
280,S7012_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX6SDY17_2020-09-01_20-38-48.BMP,0,0,0,0.74
281,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-11_03-47-54.BMP,0,0,0,0.80
282,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,0,0.72
283,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,0,0.65
284,4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-10-09_04-12-29.BMP,0,0,0,0.77
285,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,0,0.68
286,Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-12_03-36-12.BMP,0,0,0,0.75
287,9A0V0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-17_15-32-15.BMP,0,0,0,0.59
288,T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY15_2020-06-18_17-28-42.BMP,0,0,0,0.71
289,N606E_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-08_15-17-38.BMP,0,0,1,0.82
290,Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX7SDY17_2020-07-13_20-40-35.BMP,0,0,1,0.85
291,Y50X2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_05-58-57.BMP,0,0,0,0.64
292,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,0,0.42
293,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,1,0.80
294,7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.51
295,6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-02_23-27-51.BMP,0,0,1,0.91
296,7QI8M_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-19_05-03-22.BMP,0,0,0,0.63
297,Y50ZC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-19_11-15-47.BMP,0,0,1,0.82
298,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,1,0.73
299,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,0,0.48
300,6U0NW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-11_12-23-35.BMP,0,0,0,0.69
301,Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-08-27_01-54-47.BMP,0,0,0,0.56
302,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,0,0.50
303,7N0LY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-01-26_09-14-21.BMP,0,0,1,0.93
304,9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-11-02_16-26-26.BMP,0,0,0,0.93
305,2CICS_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-23_17-17-42.BMP,0,0,0,0.53
306,Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-09_22-54-39.BMP,0,0,0,0.92
307,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-13_15-47-08.BMP,0,0,1,0.80
308,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,0,0.43
309,T10HK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_14-47-16.BMP,0,0,0,0.63
310,Y50WY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_08-37-48.BMP,0,0,1,0.62
311,Y50T6_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX7SDY17_2020-07-07_04-00-06.BMP,0,0,0,0.69
312,5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2019-12-29_01-50-21.BMP,0,0,0,0.48
313,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,1,0.66
314,Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-23_03-27-39.BMP,0,0,0,0.45
315,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.50
316,S700K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-30_06-53-48.BMP,0,0,0,0.46
317,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-30_02-22-54.BMP,0,0,0,0.87
318,4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-10-48.BMP,0,0,0,0.67
319,9UHIW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-30_20-48-36.BMP,0,0,0,0.62
320,9A0T8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_05-32-04.BMP,0,0,0,0.90
321,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,0,0.42
322,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,0,0.92
323,Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-03_00-11-54.BMP,0,0,1,0.62
324,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-08_08-38-32.BMP,0,0,0,0.54
325,Y512A_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-19_04-56-49.BMP,0,0,1,0.50
326,4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-21_18-49-09.BMP,0,0,1,0.83
327,Y511Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-19_05-18-50.BMP,0,0,1,0.63
328,S700U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-26_20-36-11.BMP,0,0,0,0.51
329,S701O_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-28_04-10-28.BMP,0,0,0,0.77
330,S7016_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_17-16-30.BMP,0,0,0,0.67
331,S701O_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-28_04-10-28.BMP,0,0,0,0.45
332,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-17_20-55-41.BMP,0,0,0,0.62
333,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,1,0.58
334,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY4SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,0,0.48
335,S700Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_07-34-21.BMP,0,0,0,0.77
336,Y50RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-22_00-51-51.BMP,0,0,0,0.66
337,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.55
338,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,0,0.51
339,Y50RW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-28_20-15-16.BMP,0,0,1,0.73
340,Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-13_15-47-59.BMP,0,0,1,0.57
341,Y50XO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-20_22-16-03.BMP,0,0,0,0.56
342,9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-29_13-51-26.BMP,0,0,0,0.57
343,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_03-47-54.BMP,0,0,1,0.54
344,Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-26_21-24-48.BMP,0,0,0,0.70
345,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-08_19-47-50.BMP,0,0,0,0.80
346,7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,0,0.50
347,6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-02_23-27-51.BMP,0,0,0,0.72
348,2CICW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-09-20_07-52-47.BMP,0,0,0,0.59
349,9A0SG_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-04-15_01-42-25.BMP,0,0,1,0.63
350,7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-01_01-36-18.BMP,0,0,1,0.57
351,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-30_02-22-54.BMP,0,0,1,0.50
352,Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_11-40-42.BMP,0,0,0,0.90
353,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-08_08-38-32.BMP,0,0,0,0.70
354,T10HY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_19-18-10.BMP,0,0,1,0.82
355,7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-06_14-11-39.BMP,0,0,0,0.49
356,Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-08-10_23-58-19.BMP,0,0,0,0.64
357,S7004_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-07_02-41-43.BMP,0,0,1,0.50
358,S700U_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_20-36-11.BMP,0,0,0,0.48
359,9A0T6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_11-24-20.BMP,0,0,0,0.79
360,9A0VM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-17_18-06-38.BMP,0,0,0,0.66
361,4P0QU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-29_01-12-37.BMP,0,0,1,0.71
362,4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-01_05-35-14.BMP,0,0,0,0.78
363,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,1,0.88
