,file name,label,vanti,train \ test,score
3215,1P3SE_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-11-24_17-26-37.JPG,0,0,1,0.54
3216,1PJ7I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-25_19-53-45.JPG,0,0,0,0.93
3217,1PJ2O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX10SDY11_2020-10-27_02-43-01.JPG,0,0,0,0.72
3218,1P3VA_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX15DY8SDX5SDY16_2020-12-04_14-23-04.JPG,0,0,0,0.41
3219,2RM0M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX1SDY18_2020-10-30_03-53-07.JPG,0,0,0,0.60
3220,1P3SQ_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX12SDY6_2020-11-24_10-50-22.JPG,0,0,1,0.50
3221,1PJ3S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX1SDY18_2020-10-22_16-56-52.JPG,0,0,0,0.50
3222,1P3T4_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX13SDY18_2020-11-23_17-46-05.JPG,0,0,0,0.94
3223,8S0OW_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX1SDY11_2020-12-13_05-30-09.JPG,0,0,0,0.74
3224,1P3S8_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-12-09_20-23-31.JPG,0,0,0,0.51
3225,1PJ1O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-10-24_12-54-45.JPG,0,0,1,0.74
3226,1PJ2U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX1SDY45_2020-10-26_09-01-52.JPG,0,0,0,0.71
3227,1P3QW_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX8SDY11_2020-11-18_12-14-35.JPG,0,0,0,0.54
3228,1P3SS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX9SDY34_2020-11-10_20-42-18.JPG,0,0,0,0.72
3229,1P3T2_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-11-23_05-20-59.JPG,0,0,0,0.80
3230,1P3R6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-11-08_15-54-55.JPG,0,0,1,0.71
3231,1P3SC_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-11-10_20-38-05.JPG,0,0,0,0.58
3232,1P3W0_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX9SDY34_2020-12-16_02-28-31.JPG,0,0,0,0.50
3233,2RM0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-10-30_10-12-49.JPG,0,0,0,0.69
3234,1P3V4_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-12-15_23-35-58.JPG,0,0,0,0.76
3235,1P3TI_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY16_2020-11-10_20-42-18.JPG,0,0,1,0.84
3236,1PJ82_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-11-14_19-42-34.JPG,0,0,1,0.70
3237,1PJ90_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-11-20_11-24-08.JPG,0,0,0,0.77
3238,1P3TY_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY16_2020-12-14_03-47-33.JPG,0,0,0,0.75
3239,1PJ2Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX8SDY24_2020-10-27_14-52-46.JPG,0,0,1,0.70
3240,1P3QE_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX2SDY40_2020-11-18_20-49-21.JPG,0,0,0,0.46
3241,1PJ1U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-10-24_15-29-04.JPG,0,0,0,0.81
3242,1P3QS_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX4SDY9_2020-11-16_20-21-17.JPG,0,0,0,0.70
3243,1PJ2O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX9SDY40_2020-10-27_02-43-01.JPG,0,0,0,0.78
3244,1P3TQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX3SDY20_2020-11-17_07-19-41.JPG,0,0,0,0.65
3245,1PJ1C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-10-24_15-27-10.JPG,0,0,0,0.63
3246,2RM0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX10SDY22_2020-10-22_18-08-36.JPG,0,0,0,0.50
3247,1P3SQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX4SDY30_2020-11-24_10-50-22.JPG,0,0,0,0.65
3248,1P3RS_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX13SDY45_2020-11-27_14-18-04.JPG,0,0,0,0.44
3249,1PJ2A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-10-26_10-14-07.JPG,0,0,0,0.64
3250,1P3QU_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX13SDY45_2020-11-11_03-40-21.JPG,0,0,0,0.43
3251,1PJ84_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-11-28_23-26-06.JPG,0,0,1,0.72
3252,1PJ7I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX8SDY24_2020-11-25_19-53-45.JPG,0,0,0,0.87
3253,1PJ72_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-11-26_10-25-14.JPG,0,0,0,0.52
3254,1PJ4M_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-10-31_11-07-07.JPG,0,0,0,0.81
3255,1P3TM_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX16DY5SDX9SDY34_2020-12-09_20-23-31.JPG,0,0,0,0.76
3256,2RM0W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX14SDY42_2020-10-22_18-08-36.JPG,0,0,0,0.76
3257,1P3RC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX11SDY29_2020-11-16_17-54-19.JPG,0,0,0,0.60
3258,1PJ3K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX4SDY33_2020-10-22_11-15-09.JPG,0,0,0,0.81
3259,2RM46_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-11-13_12-07-51.JPG,0,0,1,0.90
3260,1P3RK_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX1SDY11_2020-11-16_20-01-38.JPG,0,0,0,0.91
3261,1P3RE_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX3DY8SDX12SDY42_2020-11-16_06-15-11.JPG,0,0,0,0.46
3262,1P3SO_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX1SDY11_2020-11-11_03-40-21.JPG,0,0,1,0.63
3263,1P3S2_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX13SDY45_2020-11-24_08-33-31.JPG,0,0,0,0.55
3264,1PJ94_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-11-20_22-58-03.JPG,0,0,0,0.40
3265,1P3S8_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX10SDY15_2020-12-09_20-23-31.JPG,0,0,0,0.74
3266,1P3TQ_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX14SDY27_2020-11-17_07-19-41.JPG,0,0,1,0.56
3267,1P3R6_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX14SDY27_2020-11-08_15-54-55.JPG,0,0,0,0.85
3268,1P3RY_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX12SDY42_2020-11-11_03-21-08.JPG,0,0,0,0.82
3269,3AJSW_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX8SDY11_2020-11-26_11-46-20.JPG,0,0,0,0.57
3270,1P3SA_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX4SDY9_2020-11-25_02-46-12.JPG,0,0,1,0.82
3271,1P3R8_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX13SDY18_2020-11-17_12-00-20.JPG,0,0,0,0.49
3272,2RM0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX16DY11SDX5SDY20_2020-10-30_10-12-49.JPG,0,0,1,0.88
3273,1PJ1O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-10-24_00-23-22.JPG,0,0,0,0.85
3274,1P3V8_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX14SDY27_2020-12-13_09-07-50.JPG,0,0,0,0.57
3275,1PJ5S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY37_2020-11-25_22-55-32.JPG,0,0,0,0.93
3276,1P3UW_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY37_2020-12-07_20-01-09.JPG,0,0,0,0.80
3277,1P3UW_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX11SDY29_2020-12-07_20-01-09.JPG,0,0,0,0.62
3278,1P3RY_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX12SDY6_2020-11-11_03-21-08.JPG,0,0,0,0.53
3279,1P3SA_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX11SDY29_2020-11-25_02-46-12.JPG,0,0,0,0.92
3280,1P3VA_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX14SDY27_2020-12-04_14-23-04.JPG,0,0,1,0.77
3281,1PJ2O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX2SDY27_2020-10-27_13-41-22.JPG,0,0,0,0.74
3282,1P3R6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX12DY6SDX8SDY22_2020-11-08_15-54-55.JPG,0,0,0,0.78
3283,1P3S6_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-12-02_13-49-28.JPG,0,0,0,0.91
3284,1P3TI_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX7SDY40_2020-11-10_20-42-18.JPG,0,0,0,0.66
3285,1PJ2U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-10-26_09-01-52.JPG,0,0,1,0.79
3286,1PJ2A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX13SDY29_2020-10-26_10-14-07.JPG,0,0,1,0.48
3287,1PJ2S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX11SDY34_2020-10-27_09-31-28.JPG,0,0,0,0.82
3288,3AJR8_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX6SDY24_2020-11-18_22-44-50.JPG,0,0,1,0.75
3289,1P3R4_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-11-17_17-06-49.JPG,0,0,1,0.83
3290,1P3T0_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY16_2020-11-26_04-33-14.JPG,0,0,1,0.93
3291,1P3R6_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX13SDY45_2020-11-08_15-54-55.JPG,0,0,1,0.90
3292,1P3V8_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX4SDY9_2020-12-13_09-07-50.JPG,0,0,0,0.54
3293,1P3T6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-12-08_22-00-26.JPG,0,0,0,0.89
3294,1PJ1Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX12SDY15_2020-10-28_19-17-50.JPG,0,0,1,0.81
3295,1P3U2_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-12-10_10-52-20.JPG,0,0,0,0.62
3296,1P3SC_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX17DY8SDX8SDY11_2020-11-10_20-38-05.JPG,0,0,0,0.59
3297,1P3R8_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-11-17_12-00-20.JPG,0,0,0,0.48
3298,1P3SQ_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX1SDY11_2020-11-24_10-50-22.JPG,0,0,0,0.57
3299,1P3S8_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX8SDY11_2020-12-09_20-23-31.JPG,0,0,0,0.69
3300,1PJ94_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX14DY10SDX4SDY40_2020-11-20_22-58-03.JPG,0,0,1,0.79
3301,1P3TK_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX5SDY37_2020-12-07_20-01-09.JPG,0,0,0,0.73
3302,3AJN4_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX12SDY42_2020-10-27_12-54-50.JPG,0,0,0,0.66
3303,1PJ5U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX10SDY11_2020-11-26_10-49-17.JPG,0,0,1,0.44
3304,1P3TA_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX5SDY16_2020-12-09_15-04-33.JPG,0,0,0,0.67
3305,1P3RW_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX4SDY9_2020-11-21_09-49-00.JPG,0,0,0,0.58
3306,2RM78_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX8DY13SDX10SDY11_2020-11-23_23-16-52.JPG,0,0,0,0.60
3307,1PJ5S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-11-25_22-55-32.JPG,0,0,0,0.71
3308,1P3T8_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX8DY10SDX5SDY37_2020-12-09_02-18-33.JPG,0,0,1,0.52
3309,1PJ3A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX12SDY15_2020-11-01_19-33-35.JPG,0,0,0,0.71
3310,1PJ0A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX14SDY42_2020-10-23_02-19-16.JPG,0,0,0,0.57
3311,1PJ7O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-14_12-25-18.JPG,0,0,1,0.62
3312,2RM0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX5SDY20_2020-10-30_10-12-49.JPG,0,0,0,0.71
3313,1P3QK_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX12SDY42_2020-11-01_18-23-02.JPG,0,0,0,0.90
3314,1PJ8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX2SDY27_2020-11-28_11-51-44.JPG,0,0,0,0.80
3315,1PJ6S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-11-21_04-54-24.JPG,0,0,1,0.87
3316,1P3S6_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX4SDY30_2020-12-02_13-49-28.JPG,0,0,1,0.74
3317,1PJ84_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-28_23-26-06.JPG,0,0,0,0.80
3318,1PJ58_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX11SDY34_2020-11-26_13-07-46.JPG,0,0,0,0.63
3319,1P3RI_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX10DY9SDX8SDY22_2020-11-16_21-08-08.JPG,0,0,0,0.54
3320,1P3RS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-11-27_14-18-04.JPG,0,0,0,0.88
3321,1P3SQ_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX9SDY34_2020-11-24_10-50-22.JPG,0,0,1,0.65
3322,1P3QY_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX8DY13SDX14SDY27_2020-11-16_02-17-33.JPG,0,0,0,0.93
3323,1PJ94_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX11SDY34_2020-11-20_22-58-03.JPG,0,0,0,0.49
3324,1P3SI_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX13SDY18_2020-12-07_12-18-34.JPG,0,0,0,0.74
3325,1P3SI_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX4SDY30_2020-12-07_12-18-34.JPG,0,0,0,0.49
3326,2RM78_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX4SDY33_2020-11-23_23-16-52.JPG,0,0,0,0.43
3327,1PJ2A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX8DY10SDX1SDY45_2020-10-26_10-14-07.JPG,0,0,0,0.54
3328,2RM1A_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX6SDY30_2020-10-23_06-35-23.JPG,0,0,0,0.88
3329,1P3RA_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY3SDX8SDY11_2020-11-17_19-36-25.JPG,0,0,1,0.69
3330,1PJ3Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX14SDY42_2020-10-23_02-13-53.JPG,0,0,0,0.73
3331,3AJSW_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX4SDY30_2020-11-26_11-46-20.JPG,0,0,1,0.52
3332,1P3R2_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-11-17_03-12-55.JPG,0,0,1,0.65
3333,1PJ2O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX1SDY18_2020-10-27_13-41-22.JPG,0,0,1,0.87
3334,1PIVA_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX5DY9SDX14SDY6_2020-11-02_13-03-47.JPG,0,0,1,0.46
3335,1P3R8_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX2SDY33_2020-11-17_12-00-20.JPG,0,0,1,0.54
3336,1P3SE_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX3SDY20_2020-11-24_17-26-37.JPG,0,0,1,0.93
3337,1P3TQ_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX14DY10SDX12SDY6_2020-11-17_07-19-41.JPG,0,0,0,0.83
3338,1P3S8_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX11DY14SDX13SDY45_2020-12-09_20-23-31.JPG,0,0,0,0.40
3339,1P3TY_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX13SDY18_2020-12-14_03-47-33.JPG,0,0,0,0.65
3340,1PJ2O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX7DY5SDX9SDY40_2020-10-27_13-41-22.JPG,0,0,1,0.72
3341,1PJ5S_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY12SDX6SDY9_2020-11-25_22-55-32.JPG,0,0,0,0.66
3342,1PJ5G_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX1SDY45_2020-11-28_05-08-21.JPG,0,0,0,0.87
3343,1PJ94_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX9DY7SDX12SDY15_2020-11-20_22-58-03.JPG,0,0,0,0.66
3344,2RM0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX6DY11SDX3SDY11_2020-10-30_10-12-49.JPG,0,0,1,0.45
3345,2RM0U_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX15DY8SDX7SDY37_2020-10-30_10-12-49.JPG,0,0,1,0.69
3346,1PJ48_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX16DY5SDX14SDY6_2020-11-20_14-38-02.JPG,0,0,0,0.74
3347,1P3S6_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX6SDY24_2020-12-02_13-49-28.JPG,0,0,1,0.51
3348,1P3QW_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX4DY6SDX2SDY40_2020-11-18_12-14-35.JPG,0,0,1,0.55
3349,1PJ6W_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX9SDY40_2020-11-27_09-22-41.JPG,0,0,1,0.48
3350,1PJ3C_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX3DY8SDX10SDY22_2020-10-22_11-08-00.JPG,0,0,0,0.73
3351,1P3RY_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX10DY4SDX2SDY33_2020-11-11_03-21-08.JPG,0,0,1,0.58
3352,1P3QE_RWHM_VE_MEAS_CD_SEM_{S5_80_4_S5_LW_M1}_DX13DY12SDX4SDY9_2020-11-18_20-49-21.JPG,0,0,1,0.91
3353,1PJ3K_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX10DY4SDX9SDY40_2020-10-22_11-15-09.JPG,0,0,1,0.71
3354,1P3V0_RWHM_VE_MEAS_CD_SEM_{S5_80_3_S5_LW_M1}_DX9DY7SDX10SDY15_2020-11-23_18-40-22.JPG,0,0,0,0.85
3355,1PJ2I_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_5_S5_LW_M1}_DX4DY12SDX5SDY20_2020-10-27_11-44-41.JPG,0,0,0,0.63
3356,1PJ96_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_2_S5_LW_M1}_DX4DY6SDX14SDY6_2020-11-06_12-03-51.JPG,0,0,1,0.75
3357,1P3S8_RWHM_VE_MEAS_CD_SEM_{S5_80_1_S5_LW_M1}_DX6DY11SDX8SDY22_2020-12-09_20-23-31.JPG,0,0,1,0.64
3358,1PJ8Y_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX13DY3SDX13SDY29_2020-11-28_03-50-23.JPG,0,0,0,0.75
3359,2RM78_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX12SDY15_2020-11-23_23-16-52.JPG,0,0,0,0.78
3360,2RM0O_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX6SDY30_2020-10-22_18-25-59.JPG,0,0,1,0.61
3361,1P3QS_RWHM_VE_MEAS_CD_SEM_{S5_80_2_S5_LW_M1}_DX5DY9SDX2SDY40_2020-11-16_20-21-17.JPG,0,0,1,0.47
3362,1PINO_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX12DY6SDX3SDY11_2020-10-27_11-44-41.JPG,0,0,0,0.45
3363,1P3RU_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX16DY11SDX2SDY33_2020-11-25_02-46-12.JPG,0,0,0,0.85
3364,1PJ48_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_4_S5_LW_M1}_DX17DY8SDX13SDY29_2020-11-20_14-38-02.JPG,0,0,0,0.55
3365,1PJ94_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_3_S5_LW_M1}_DX11DY14SDX7SDY16_2020-11-20_22-58-03.JPG,0,0,1,0.94
3366,1PJ2Q_RWHM_VE_MEAS_CD_SEM_{S5_80_VE_1_S5_LW_M1}_DX10DY9SDX3SDY11_2020-10-27_14-52-46.JPG,0,0,0,0.68
3367,1P3QQ_RWHM_VE_MEAS_CD_SEM_{S5_80_5_S5_LW_M1}_DX4DY12SDX2SDY33_2020-11-03_05-44-40.JPG,0,0,0,0.57
