,file name,label,vanti,train \ test,score,vanti label,vanti with context data
2660,2RKYA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-25_23-57-43.BMP,1,1,0,0.79,2,1
2661,2RKYA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-09-25_23-57-43.BMP,1,1,0,0.79,2,1
2662,2RKZG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-03_07-31-08.BMP,1,1,1,0.83,2,1
2663,2RKZM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-29_16-30-10.BMP,1,1,0,0.47,2,1
2664,2RL0U_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-10_05-04-35.BMP,1,1,0,0.93,2,1
2665,2RL0U_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-09-10_05-04-35.BMP,1,1,0,0.46,2,1
2666,2RL2A_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-09-28_17-40-33.BMP,1,1,0,0.94,2,1
2667,2RL32_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-11_10-30-20.BMP,1,1,0,0.44,2,1
2668,2RL32_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-11_10-30-20.BMP,1,1,0,0.81,2,1
2669,2RL3O_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-09-28_13-54-15.BMP,1,1,0,0.54,2,1
2670,2RL3Q_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY36_2020-10-11_15-29-34.BMP,1,1,0,0.61,2,1
2671,2RL3Y_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-12_11-57-58.BMP,1,1,0,0.48,2,1
2672,2RL4G_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-14_20-21-47.BMP,1,1,1,0.78,2,1
2673,2RL4G_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-14_20-21-47.BMP,1,1,0,0.45,2,1
2674,2RL4I_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-11_10-36-13.BMP,1,1,1,0.62,2,1
2675,2RL4W_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-28_09-50-27.BMP,1,1,1,0.52,2,1
2676,2RL52_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-11-02_04-58-41.BMP,1,1,0,0.71,2,1
2677,2RL56_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-16_00-09-50.BMP,1,1,0,0.47,2,1
2678,2RL5E_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-26_03-17-06.BMP,1,1,0,0.77,2,1
2679,2RL5K_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-16_11-46-44.BMP,1,1,0,0.68,2,1
2680,2RL5M_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-16_10-46-21.BMP,1,1,0,0.61,2,1
2681,2RL6O_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-20_09-32-24.BMP,1,1,0,0.61,2,1
2682,2RL7K_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-29_03-24-38.BMP,1,1,0,0.64,2,1
2683,2RL8I_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-11-03_19-33-49.BMP,1,1,0,0.49,2,1
2684,2RL8I_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-03_19-33-49.BMP,1,1,0,0.61,2,1
2685,2RL9G_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-27_10-22-26.BMP,1,1,0,0.86,2,1
2686,2RL9Q_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-01_08-01-09.BMP,1,1,0,0.75,2,1
2687,2RLAI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-11-02_04-24-01.BMP,1,1,0,0.5,2,1
2688,2RLAQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY36_2020-10-26_16-19-32.BMP,1,1,0,0.6,2,1
2689,2RLB0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-09_12-09-13.BMP,1,1,0,0.63,2,1
2690,2RLBO_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-10-31_01-37-44.BMP,1,1,0,0.74,2,1
2691,2RLCA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-27_10-21-40.BMP,1,1,1,0.53,2,1
2692,2RLCA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-27_10-21-40.BMP,1,1,0,0.48,2,1
2693,2RLD0_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-11-08_14-56-09.BMP,1,1,1,0.46,2,1
2694,2RLD0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-11-08_14-56-09.BMP,1,1,0,0.74,2,1
2695,2RLDK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-10-25_02-16-03.BMP,1,1,1,0.59,2,1
2696,2RLDK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-10-25_02-16-03.BMP,1,1,0,0.87,2,1
2697,2RLDY_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-10-21_03-00-45.BMP,1,1,0,0.5,2,1
2698,2RLF2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-01_01-06-45.BMP,1,1,0,0.53,2,1
2699,2RLF6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-02_19-54-47.BMP,1,1,0,0.49,2,1
2700,2RLFA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-11-24_13-08-33.BMP,1,1,1,0.57,2,1
2701,2RLGK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-01_06-18-03.BMP,1,1,0,0.49,2,1
2702,2RLGK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-01_06-18-03.BMP,1,1,0,0.94,2,1
2703,2RLHO_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-23_17-01-15.BMP,1,1,0,0.4,2,1
2704,2RLI2_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-02_21-27-06.BMP,1,1,0,0.82,2,1
2705,2RLI8_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-20_23-42-03.BMP,1,1,1,0.63,2,1
2706,2RLIG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-26_20-00-00.BMP,1,1,0,0.43,2,1
2707,2RLK6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-11-22_01-32-07.BMP,1,1,0,0.6,2,1
2708,2RLLM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-30_23-25-27.BMP,1,1,0,0.93,2,1
2709,2RLLW_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-02_02-30-30.BMP,1,1,0,0.8,2,1
2710,2RLM0_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-07_01-58-51.BMP,1,1,0,0.67,2,1
2711,2RLM8_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-01_15-21-04.BMP,1,1,1,0.61,2,1
2712,2RLMW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-07_02-01-55.BMP,1,1,0,0.7,2,1
2713,2RLN0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-18_14-46-09.BMP,1,1,1,0.77,2,1
2714,2RLN6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-05_03-46-55.BMP,1,1,1,0.66,2,1
2715,2RLN8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-02_20-06-28.BMP,1,1,0,0.4,2,1
2716,2RLNK_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-03_07-25-17.BMP,1,1,0,0.76,2,1
2717,2RLOG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-09_12-50-33.BMP,1,1,0,0.6,2,1
2718,2RLOG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-09_12-50-33.BMP,1,1,0,0.42,2,1
2719,2RLQ0_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-18_15-30-12.BMP,1,1,1,0.61,2,1
2720,3AIDW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-08_09-41-43.BMP,1,1,1,0.59,2,1
2721,3AIG0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-20_04-32-55.BMP,1,1,1,0.6,2,1
2722,3AIG4_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-22_03-31-16.BMP,1,1,0,0.5,2,1
2723,3AIG6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-02_12-11-33.BMP,1,1,1,0.51,2,1
2724,3AIGA_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-05_23-20-18.BMP,1,1,0,0.64,2,1
2725,3AIGA_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-05_23-20-18.BMP,1,1,0,0.84,2,1
2726,3AIHG_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-11_17-49-38.BMP,1,1,0,0.65,2,1
2727,3AIHE_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-19_23-50-40.BMP,1,1,0,0.8,2,1
2728,3AIHG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-11_17-49-38.BMP,1,1,0,0.4,2,1
2729,3AIHG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-11_17-49-38.BMP,1,1,0,0.67,2,1
2730,3AIHG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-11_17-49-38.BMP,1,1,0,0.45,2,1
2731,3AIIK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-29_12-16-00.BMP,1,1,0,0.58,2,1
2732,3AIIK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-29_12-16-00.BMP,1,1,0,0.92,2,1
2733,3AIJ4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-30_08-17-55.BMP,1,1,1,0.78,2,1
2734,3AIJE_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-29_09-51-06.BMP,1,1,0,0.82,2,1
2735,3AILG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-26_21-25-27.BMP,1,1,1,0.8,2,1
2736,3AIN4_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY12_2020-10-27_12-12-45.BMP,1,1,1,0.47,2,1
2737,3AINA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-25_16-04-06.BMP,1,1,1,0.6,2,1
2738,3AINM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-29_08-42-38.BMP,1,1,1,0.91,2,1
2739,3AING_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-19_16-17-32.BMP,1,1,0,0.58,2,1
2740,3AINM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-29_08-42-38.BMP,1,1,1,0.78,2,1
2741,3AIOQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-13_16-47-58.BMP,1,1,1,0.74,2,1
2742,3AIOQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-13_16-47-58.BMP,1,1,0,0.41,2,1
2743,3AIP0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-10_22-49-50.BMP,1,1,0,0.82,2,1
2744,3AIQ0_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-14_03-01-26.BMP,1,1,0,0.47,2,1
2745,3AIQI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-08_21-12-28.BMP,1,1,0,0.81,2,1
2746,3AIQO_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-27_13-56-14.BMP,1,1,0,0.8,2,1
2747,3AIUM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-10_09-32-23.BMP,1,1,1,0.58,2,1
2748,3AIUW_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-10_09-07-59.BMP,1,1,0,0.65,2,1
2749,3AIUW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-10_09-07-59.BMP,1,1,0,0.7,2,1
2750,3AIWA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-25_21-51-56.BMP,1,1,0,0.66,2,1
2751,3AIWK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-05_03-23-36.BMP,1,1,1,0.44,2,1
2752,3AIWQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-09_08-51-42.BMP,1,1,0,0.83,2,1
2753,3AIWQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-09_08-51-42.BMP,1,1,0,0.48,2,1
2754,3AIWW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-30_22-11-12.BMP,1,1,1,0.6,2,1
2755,3AIX6_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-22_17-42-21.BMP,1,1,0,0.91,2,1
2756,3AIXK_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-07_20-41-58.BMP,1,1,1,0.93,2,1
2757,3AIXS_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-21_03-55-13.BMP,1,1,0,0.92,2,1
2758,3AIXS_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-21_03-55-13.BMP,1,1,0,0.89,2,1
2759,3AIXW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-11_22-35-19.BMP,1,1,0,0.46,2,1
2760,3AIY2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-13_01-24-29.BMP,1,1,1,0.41,2,1
2761,3AIYM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-29_00-15-17.BMP,1,1,0,0.48,2,1
2762,3AIZG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY13_2020-12-16_04-03-38.BMP,1,1,0,0.77,2,1
2763,3AIZM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-10_15-52-39.BMP,1,1,0,0.66,2,1
2764,3AJ02_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-02_21-52-28.BMP,1,1,0,0.41,2,1
2765,3AJ0I_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-08_02-28-11.BMP,1,1,0,0.5,2,1
2766,3AJ0K_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-14_21-11-03.BMP,1,1,0,0.44,2,1
2767,3AJ0E_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-14_08-49-25.BMP,1,1,0,0.84,2,1
2768,3AJ0O_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-07_22-13-38.BMP,1,1,0,0.87,2,1
2769,3AJ1M_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-08_07-59-45.BMP,1,1,0,0.48,2,1
2770,3AJ1M_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-08_07-59-45.BMP,1,1,1,0.83,2,1
2771,3AJ28_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-14_04-54-44.BMP,1,1,0,0.59,2,1
2772,3AJ28_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-14_04-54-44.BMP,1,1,0,0.76,2,1
2773,3AJ40_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-06_23-14-04.BMP,1,1,0,0.46,2,1
2774,3JNMU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-10-17_14-52-45.BMP,1,1,0,0.46,2,1
2775,3JNPW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-11-08_05-30-16.BMP,1,1,1,0.68,2,1
2776,3JNPY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-10-21_12-14-37.BMP,1,1,0,0.65,2,1
2777,3JNRU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-09-14_18-09-36.BMP,1,1,1,0.77,2,1
2778,3JNVE_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-25_23-03-31.BMP,1,1,0,0.83,2,1
2779,3JNVE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-09-25_23-03-31.BMP,1,1,1,0.82,2,1
2780,3JNXI_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-08-30_09-49-45.BMP,1,1,1,0.5,2,1
2781,3JO0G_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX8SDY16_2020-08-26_09-29-25.BMP,1,1,0,0.78,2,1
2782,3JO0M_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-10-07_19-37-46.BMP,1,1,0,0.78,2,1
2783,3JO3G_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-11-10_04-13-25.BMP,1,1,0,0.55,2,1
2784,3JO3K_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX8SDY16_2020-10-03_12-00-00.BMP,1,1,0,0.43,2,1
2785,3JO3K_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-10-03_12-00-00.BMP,1,1,0,0.6,2,1
2786,3JO3Q_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-09-13_22-00-36.BMP,1,1,0,0.91,2,1
2787,3JO4Q_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-11-25_15-36-21.BMP,1,1,0,0.62,2,1
2788,3JO4Q_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-11-25_15-36-21.BMP,1,1,1,0.41,2,1
2789,3JO6W_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-10_23-34-45.BMP,1,1,0,0.62,2,1
2790,3JO6W_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-09-10_23-34-45.BMP,1,1,0,0.81,2,1
2791,3JO8A_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-11-23_04-17-01.BMP,1,1,0,0.89,2,1
2792,3JO9E_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-08-25_21-48-10.BMP,1,1,0,0.53,2,1
2793,3JOAQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-09-02_17-39-24.BMP,1,1,0,0.51,2,1
2794,3JOB8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-09-11_07-27-08.BMP,1,1,0,0.79,2,1
2795,3JOBS_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY15_2020-08-26_15-13-53.BMP,1,1,0,0.76,2,1
2796,3JOBS_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX8SDY16_2020-08-25_21-23-04.BMP,1,1,1,0.88,2,1
2797,3JOC6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-08-31_22-42-35.BMP,1,1,0,0.69,2,1
2798,3JOC0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-10-24_09-38-24.BMP,1,1,0,0.46,2,1
2799,3JOCE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY15_2020-09-01_21-01-44.BMP,1,1,0,0.87,2,1
2800,3JOCE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-08-31_20-04-01.BMP,1,1,0,0.66,2,1
2801,3JOCG_SCAP_VE_MEAS_FIB_{MEASURE1}_P006_DX4DY8SDX5SDY30_2020-10-02_14-26-54.BMP,1,1,1,0.66,2,1
2802,3JOCG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-10-02_14-26-54.BMP,1,1,0,0.88,2,1
2803,3JOCG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-10-02_14-26-54.BMP,1,1,0,0.79,2,1
2804,3JOCG_SCAP_VE_MEAS_FIB_{MEASURE1}_P007_DX7DY4SDX12SDY30_2020-10-02_14-26-54.BMP,1,1,0,0.68,2,1
2805,3JOCG_SCAP_VE_MEAS_FIB_{MEASURE1}_P011_DX9DY12SDX12SDY30_2020-10-02_14-26-54.BMP,1,1,1,0.69,2,1
2806,3JOCI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX8SDY16_2020-09-10_14-13-29.BMP,1,1,0,0.9,2,1
2807,3JOCI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-09-10_14-13-29.BMP,1,1,0,0.46,2,1
2808,3JOCI_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-10_14-13-29.BMP,1,1,0,0.52,2,1
2809,3JOCS_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-09-09_03-32-24.BMP,1,1,1,0.83,2,1
2810,3JODM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-08-25_13-09-38.BMP,1,1,0,0.91,2,1
2811,3JOEE_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-08-27_15-45-40.BMP,1,1,1,0.63,2,1
2812,3JOEW_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-08-23_04-41-46.BMP,1,1,0,0.53,2,1
2813,3JOGQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-15_14-44-18.BMP,1,1,0,0.61,2,1
2814,3JOGW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-11-22_19-04-57.BMP,1,1,0,0.92,2,1
2815,3JOGW_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-11-22_19-04-57.BMP,1,1,0,0.46,2,1
2816,3JOHO_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-09-16_12-56-59.BMP,1,1,1,0.87,2,1
2817,3JOHO_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX8SDY16_2020-09-16_12-56-59.BMP,1,1,0,0.85,2,1
2818,3JOHO_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-16_12-56-59.BMP,1,1,1,0.86,2,1
2819,3JOHY_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX8SDY16_2020-10-05_14-33-14.BMP,1,1,1,0.81,2,1
2820,3JOI4_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-08-31_19-27-46.BMP,1,1,0,0.82,2,1
2821,3JOJW_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-10-03_14-00-11.BMP,1,1,1,0.57,2,1
2822,3JOJW_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX8SDY16_2020-10-03_14-00-11.BMP,1,1,1,0.61,2,1
2823,3JOJY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-06_15-23-02.BMP,1,1,0,0.94,2,1
2824,3JOK8_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX8SDY16_2020-09-07_13-13-31.BMP,1,1,0,0.55,2,1
2825,3JOKI_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX8SDY16_2020-09-23_05-43-29.BMP,1,1,0,0.91,2,1
