,file name,label,vanti,train \ test,score,vanti with PR
7418,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY13SDX4SDY33_2020-12-11_00-49-07.JPG,0,1,0,0.48,1.0
7419,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY9SDX6SDY9_2020-12-11_00-49-07.JPG,0,1,0,0.54,1.0
7420,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY15SDX6SDY9_2020-12-11_00-49-07.JPG,0,1,1,0.16,1.0
7421,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX9DY6SDX4SDY33_2020-12-11_00-49-07.JPG,0,1,0,0.21,1.0
7422,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX6SDY9_2020-12-11_00-49-07.JPG,0,1,1,0.54,1.0
7423,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX14SDY42_2020-12-11_00-49-07.JPG,0,1,1,0.46,1.0
7424,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY12SDX4SDY33_2020-12-11_00-49-07.JPG,0,1,1,0.16,1.0
7425,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX8SDY24_2020-12-11_00-49-07.JPG,0,1,0,0.18,1.0
7426,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX12SDY14_2020-12-11_00-49-07.JPG,0,1,0,0.44,1.0
7427,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX15DY8SDX12SDY14_2020-12-11_00-49-07.JPG,0,1,0,0.35,1.0
7428,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX5DY5SDX14SDY1_2020-12-11_00-49-07.JPG,0,1,0,0.21,1.0
7429,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX9DY6SDX14SDY1_2020-12-11_00-49-07.JPG,0,1,0,0.55,1.0
7430,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX13DY4SDX14SDY1_2020-12-11_00-49-07.JPG,0,1,1,0.32,1.0
7432,X104K_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX16DY10SDX14SDY1_2020-12-11_00-49-07.JPG,0,1,1,0.2,1.0
7433,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY10SDX4SDY33_2020-12-12_16-28-03.JPG,0,1,0,0.34,1.0
7434,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX8SDY24_2020-12-12_16-28-03.JPG,0,1,0,0.51,1.0
7435,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX12SDY14_2020-12-12_16-28-03.JPG,0,1,0,0.56,1.0
7436,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY11SDX6SDY9_2020-12-12_16-28-03.JPG,0,1,1,0.35,1.0
7437,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY11SDX12SDY14_2020-12-12_16-28-03.JPG,0,1,1,0.22,1.0
7438,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY13SDX6SDY9_2020-12-12_16-28-03.JPG,0,1,0,0.56,1.0
7439,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY9SDX4SDY33_2020-12-12_16-28-03.JPG,0,1,0,0.35,1.0
7440,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX9DY6SDX6SDY9_2020-12-12_16-28-03.JPG,0,1,1,0.34,1.0
7441,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX4SDY33_2020-12-12_16-28-03.JPG,0,1,0,0.37,1.0
7442,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX12SDY14_2020-12-12_16-28-03.JPG,0,1,1,0.47,1.0
7443,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX8SDY24_2020-12-12_16-28-03.JPG,0,1,1,0.45,1.0
7444,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY6SDX6SDY9_2020-12-12_16-28-03.JPG,0,1,1,0.35,1.0
7446,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX15DY8SDX4SDY33_2020-12-12_16-28-03.JPG,0,1,1,0.59,1.0
7447,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX15DY8SDX12SDY14_2020-12-12_16-28-03.JPG,0,1,0,0.18,1.0
7448,X104O_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX9DY14SDX14SDY1_2020-12-12_16-28-03.JPG,0,1,0,0.4,1.0
7449,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX3DY6SDX6SDY9_2020-11-01_05-49-48.JPG,0,1,0,0.23,1.0
7450,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX3DY6SDX12SDY14_2020-11-01_05-49-48.JPG,0,1,0,0.18,1.0
7451,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX8SDY24_2020-11-01_05-49-48.JPG,0,1,0,0.45,1.0
7452,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY7SDX4SDY33_2020-11-01_05-49-48.JPG,0,1,0,0.31,1.0
7453,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY7SDX12SDY14_2020-11-01_05-49-48.JPG,0,1,0,0.31,1.0
7454,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY13SDX14SDY42_2020-11-01_05-49-48.JPG,0,1,0,0.24,1.0
7455,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX6SDY9_2020-11-01_05-49-48.JPG,0,1,0,0.24,1.0
7456,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX12SDY14_2020-11-01_05-49-48.JPG,0,1,0,0.49,1.0
7457,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY9SDX12SDY14_2020-11-01_05-49-48.JPG,0,1,0,0.31,1.0
7458,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY9SDX14SDY42_2020-11-01_05-49-48.JPG,0,1,0,0.55,1.0
7459,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY12SDX6SDY9_2020-11-01_05-49-48.JPG,0,1,0,0.48,1.0
7460,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX4SDY33_2020-11-01_05-49-48.JPG,0,1,0,0.47,1.0
7461,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX12DY9SDX4SDY33_2020-11-01_05-49-48.JPG,0,1,0,0.24,1.0
7462,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX12DY9SDX8SDY24_2020-11-01_05-49-48.JPG,0,1,0,0.4,1.0
7463,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY6SDX12SDY14_2020-11-01_05-49-48.JPG,0,1,0,0.24,1.0
7464,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY11SDX6SDY9_2020-11-01_05-49-48.JPG,0,1,1,0.32,1.0
7465,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX4SDY33_2020-11-01_05-49-48.JPG,0,1,0,0.27,1.0
7466,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX8SDY24_2020-11-01_05-49-48.JPG,0,1,1,0.23,1.0
7467,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX16DY10SDX14SDY42_2020-11-01_05-49-48.JPG,0,1,0,0.47,1.0
7470,X1040_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX13DY6SDX14SDY1_2020-11-01_05-49-48.JPG,0,1,0,0.22,1.0
7472,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY10SDX12SDY14_2020-11-16_23-38-56.JPG,0,1,0,0.28,1.0
7473,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX12SDY14_2020-11-16_23-38-56.JPG,0,1,0,0.21,1.0
7474,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX5DY5SDX4SDY33_2020-11-16_23-38-56.JPG,0,1,1,0.5,1.0
7475,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY11SDX14SDY42_2020-11-16_23-38-56.JPG,0,1,1,0.19,1.0
7476,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY13SDX8SDY24_2020-11-16_23-38-56.JPG,0,1,0,0.26,1.0
7477,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX8SDY24_2020-11-16_23-38-56.JPG,0,1,1,0.39,1.0
7478,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX14SDY42_2020-11-16_23-38-56.JPG,0,1,0,0.5,1.0
7479,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX9DY14SDX14SDY42_2020-11-16_23-38-56.JPG,0,1,1,0.3,1.0
7480,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX12SDY14_2020-11-16_23-38-56.JPG,0,1,1,0.41,1.0
7481,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY12SDX14SDY42_2020-11-16_23-38-56.JPG,0,1,0,0.58,1.0
7482,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY3SDX8SDY24_2020-11-16_23-38-56.JPG,0,1,0,0.54,1.0
7483,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY6SDX6SDY9_2020-11-16_23-38-56.JPG,0,1,0,0.51,1.0
7484,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX14SDY42_2020-11-16_23-38-56.JPG,0,1,0,0.38,1.0
7485,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX4DY10SDX14SDY1_2020-11-16_23-38-56.JPG,0,1,0,0.54,1.0
7486,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX14DY13SDX14SDY1_2020-11-16_23-38-56.JPG,0,1,0,0.34,1.0
7487,X1044_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX16DY10SDX14SDY1_2020-11-16_23-38-56.JPG,0,1,1,0.36,1.0
7488,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX4SDY33_2020-11-17_07-39-26.JPG,0,1,0,0.55,1.0
7489,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX6SDY9_2020-11-17_05-11-36.JPG,0,1,1,0.34,1.0
7490,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX8SDY24_2020-11-17_05-11-36.JPG,0,1,1,0.59,1.0
7491,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY7SDX4SDY33_2020-11-17_05-11-36.JPG,0,1,0,0.32,1.0
7495,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX12SDY14_2020-11-17_07-39-26.JPG,0,1,0,0.18,1.0
7498,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY12SDX6SDY9_2020-11-17_07-39-26.JPG,0,1,0,0.55,1.0
7499,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY12SDX14SDY42_2020-11-17_05-11-36.JPG,0,1,0,0.44,1.0
7500,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY3SDX12SDY14_2020-11-17_07-39-26.JPG,0,1,0,0.52,1.0
7501,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX6SDY9_2020-11-17_05-11-36.JPG,0,1,0,0.12,1.0
7502,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX6SDY9_2020-11-17_07-39-26.JPG,0,1,0,0.56,1.0
7503,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX12DY9SDX14SDY42_2020-11-17_05-11-36.JPG,0,1,0,0.22,1.0
7504,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY4SDX6SDY9_2020-11-17_05-11-36.JPG,0,1,0,0.16,1.0
7505,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY4SDX8SDY24_2020-11-17_05-11-36.JPG,0,1,1,0.36,1.0
7506,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY11SDX4SDY33_2020-11-17_07-39-26.JPG,0,1,0,0.57,1.0
7507,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX12SDY14_2020-11-17_07-39-26.JPG,0,1,0,0.3,1.0
7508,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX14SDY42_2020-11-17_05-11-36.JPG,0,1,1,0.43,1.0
7509,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX16DY10SDX6SDY9_2020-11-17_07-39-26.JPG,0,1,0,0.24,1.0
7510,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX5DY5SDX14SDY1_2020-11-17_05-11-36.JPG,0,1,0,0.12,1.0
7511,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX6DY13SDX14SDY1_2020-11-17_05-11-36.JPG,0,1,0,0.35,1.0
7512,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX11DY3SDX14SDY1_2020-11-17_07-39-26.JPG,0,1,0,0.58,1.0
7513,X1046_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX13DY11SDX14SDY1_2020-11-17_05-11-36.JPG,0,1,1,0.12,1.0
7514,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX6SDY9_2020-11-01_05-49-48.JPG,0,1,1,0.41,1.0
7516,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY11SDX6SDY9_2020-11-01_05-49-48.JPG,0,1,0,0.15,1.0
7517,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX14SDY42_2020-11-01_05-49-48.JPG,0,1,0,0.48,1.0
7518,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX9DY14SDX14SDY42_2020-11-01_05-49-48.JPG,0,1,0,0.33,1.0
7519,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY3SDX4SDY33_2020-11-01_05-49-48.JPG,0,1,0,0.6,1.0
7520,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX4SDY33_2020-11-01_05-49-48.JPG,0,1,0,0.3,1.0
7521,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY6SDX12SDY14_2020-11-01_05-49-48.JPG,0,1,0,0.16,1.0
7522,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY6SDX14SDY42_2020-11-01_05-49-48.JPG,0,1,0,0.13,1.0
7524,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX16DY10SDX6SDY9_2020-11-01_05-49-48.JPG,0,1,1,0.14,1.0
7525,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX4DY10SDX14SDY1_2020-11-01_05-49-48.JPG,0,1,0,0.44,1.0
7526,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX4DY12SDX14SDY1_2020-11-01_05-49-48.JPG,0,1,0,0.46,1.0
7527,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX11DY3SDX14SDY1_2020-11-01_05-49-48.JPG,0,1,1,0.12,1.0
7528,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX13DY11SDX14SDY1_2020-11-01_05-49-48.JPG,0,1,0,0.13,1.0
7530,X1048_RWHM_VE_MEAS_CD_SEM_{O3_SF_TK_O3_NO_PAD_TK_M1}_DX16DY10SDX14SDY1_2020-11-01_05-49-48.JPG,0,1,0,0.34,1.0
7531,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY10SDX14SDY42_2020-11-10_21-30-14.JPG,0,1,0,0.5,1.0
7532,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX4SDY33_2020-11-10_21-30-14.JPG,0,1,0,0.58,1.0
7533,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY7SDX4SDY33_2020-11-10_21-30-14.JPG,0,1,0,0.32,1.0
7535,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY9SDX4SDY33_2020-11-10_21-30-14.JPG,0,1,1,0.19,1.0
7536,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX9DY14SDX6SDY9_2020-11-10_21-30-14.JPG,0,1,1,0.44,1.0
7537,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY3SDX6SDY9_2020-11-10_21-30-14.JPG,0,1,0,0.44,1.0
7539,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX8SDY24_2020-11-10_21-30-14.JPG,0,1,0,0.48,1.0
7540,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX14SDY42_2020-11-10_21-30-14.JPG,0,1,0,0.59,1.0
7541,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX12DY9SDX14SDY42_2020-11-10_21-30-14.JPG,0,1,1,0.13,1.0
7542,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX14DY13SDX6SDY9_2020-11-10_21-30-14.JPG,0,1,0,0.23,1.0
7543,Z40C8_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX15DY8SDX8SDY24_2020-11-10_21-30-14.JPG,0,1,0,0.56,1.0
7544,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX3DY6SDX6SDY9_2020-10-31_20-04-42.JPG,0,1,0,0.48,1.0
7545,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX3DY6SDX8SDY24_2020-10-31_20-04-42.JPG,0,1,0,0.38,1.0
7546,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY10SDX12SDY14_2020-10-31_20-04-42.JPG,0,1,1,0.6,1.0
7547,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX8SDY24_2020-10-31_20-04-42.JPG,0,1,1,0.26,1.0
7548,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX14SDY42_2020-10-31_20-04-42.JPG,0,1,0,0.26,1.0
7549,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY7SDX6SDY9_2020-10-31_20-04-42.JPG,0,1,0,0.55,1.0
7550,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX8SDY24_2020-10-31_20-04-42.JPG,0,1,1,0.54,1.0
7551,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX9DY14SDX12SDY14_2020-10-31_20-04-42.JPG,0,1,0,0.2,1.0
7552,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY2SDX4SDY33_2020-10-31_20-04-42.JPG,0,1,0,0.2,1.0
7553,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY12SDX12SDY14_2020-10-31_20-04-42.JPG,0,1,0,0.26,1.0
7554,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY3SDX6SDY9_2020-10-31_20-04-42.JPG,0,1,0,0.45,1.0
7555,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX4SDY33_2020-10-31_20-04-42.JPG,0,1,0,0.24,1.0
7556,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX12DY9SDX14SDY42_2020-10-31_20-04-42.JPG,0,1,1,0.3,1.0
7557,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX13DY4SDX4SDY33_2020-10-31_20-04-42.JPG,0,1,0,0.38,1.0
7560,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX16DY10SDX8SDY24_2020-10-31_20-04-42.JPG,0,1,1,0.26,1.0
7561,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX16DY10SDX14SDY42_2020-10-31_20-04-42.JPG,0,1,0,0.27,1.0
7562,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX17DY5SDX6SDY9_2020-10-31_20-04-42.JPG,0,1,0,0.2,1.0
7563,Z40CG_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX17DY5SDX8SDY24_2020-10-31_20-04-42.JPG,0,1,0,0.57,1.0
7564,Z40CY_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX3DY6SDX14SDY42_2020-10-31_14-55-56.JPG,0,1,1,0.44,1.0
7565,Z40CY_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY12SDX12SDY14_2020-10-31_14-55-56.JPG,0,1,0,0.31,1.0
7566,Z40CY_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY11SDX8SDY24_2020-10-31_14-55-56.JPG,0,1,0,0.2,1.0
7567,Z40CY_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY13SDX14SDY42_2020-10-31_14-55-56.JPG,0,1,1,0.19,1.0
7568,Z40CY_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX4SDY33_2020-10-31_14-55-56.JPG,0,1,0,0.21,1.0
7570,Z40CY_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY15SDX8SDY24_2020-10-31_14-55-56.JPG,0,1,0,0.31,1.0
