file name,label,vanti,train \ test,score,vanti with context data
Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-09_22-54-39.BMP,0,0,0,0.47,0
7EIGQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-10_13-52-40.BMP,0,0,0,0.41,0
Y511C_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX10DY9SDX7SDY14_2020-10-30_07-18-29.BMP,0,0,0,0.80,0
Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX6SDY16_2020-07-13_21-12-50.BMP,0,0,0,0.92,0
9A0VW_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY17_2020-09-20_14-03-38.BMP,0,0,0,0.45,0
Y50Y8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-05_06-52-34.BMP,0,0,0,0.46,0
Y50YK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-24_05-55-09.BMP,0,0,1,0.48,0
9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.70,0
Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX8DY11SDX8SDY16_2020-08-25_11-00-14.BMP,0,0,1,0.52,0
7N0LE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-02-06_05-18-06.BMP,0,0,0,0.70,0
9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.81,0
Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-26_21-24-48.BMP,0,0,0,0.60,0
Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-08-10_23-58-19.BMP,0,0,0,0.62,0
4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,0,0.57,0
Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX7SDY17_2020-07-13_21-12-50.BMP,0,0,1,0.68,0
T10GE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-29_11-45-49.BMP,0,0,0,0.87,0
Y50RY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-16_12-21-50.BMP,0,0,0,0.69,0
9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-04_05-34-10.BMP,0,0,0,0.90,0
Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_22-42-27.BMP,0,0,0,0.69,0
7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-06_14-11-39.BMP,0,0,0,0.66,0
9A0S4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-04_12-34-55.BMP,0,0,0,0.55,0
Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.91,0
4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-11-24_07-58-07.BMP,0,0,0,0.57,0
4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-24_12-20-28.BMP,0,0,1,0.49,0
Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-14_03-41-31.BMP,0,0,0,0.67,0
4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,1,0.53,0
7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-31_17-48-19.BMP,0,0,0,0.77,0
7N0K6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-31_21-27-43.BMP,0,0,0,0.67,0
4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-11_02-30-09.BMP,0,0,1,0.62,0
9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-18_00-33-27.BMP,0,0,0,0.62,0
Y50YS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-24_20-05-11.BMP,0,0,1,0.56,0
Y50XQ_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-01_19-30-14.BMP,0,0,0,0.55,0
7EIGO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-03_08-22-34.BMP,0,0,0,0.56,0
9A0S8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-17_10-17-06.BMP,0,0,1,0.80,0
4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-01_05-35-14.BMP,0,0,0,0.82,0
9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-18_00-33-27.BMP,0,0,0,0.42,0
7EIGK_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-15_16-24-55.BMP,0,0,1,0.90,0
Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-26_03-20-12.BMP,0,0,0,0.91,0
Y50Z8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-15_08-18-10.BMP,0,0,0,0.51,0
T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX8DY11SDX8SDY15_2020-06-18_17-28-42.BMP,0,0,0,0.66,0
Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-04_21-18-05.BMP,0,0,0,0.57,0
S708I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-20_22-52-00.BMP,0,0,1,0.56,0
W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.41,0
5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2019-12-29_01-50-21.BMP,0,0,0,0.91,0
7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.80,0
9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-04-22_15-45-32.BMP,0,0,0,0.40,0
9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-29_13-51-26.BMP,0,0,0,0.69,0
Y50ZI_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-06_15-36-35.BMP,0,0,1,0.83,0
7N0N0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-07_21-54-15.BMP,0,0,0,0.60,0
9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,1,0.93,0
Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,0,0.64,0
4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,0,0.75,0
9A0TA_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_23-21-50.BMP,0,0,1,0.57,0
Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,0,0.40,0
W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,1,0.42,0
T10GA_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-16_07-46-52.BMP,0,0,1,0.62,0
T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-30_02-22-54.BMP,0,0,0,0.46,0
7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,1,0.80,0
7QI8O_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-10-14_14-13-23.BMP,0,0,0,0.73,0
S708I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-20_22-52-00.BMP,0,0,0,0.59,0
N9HKA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-18_07-10-31.BMP,0,0,0,0.89,0
W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.94,0
Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-23_03-27-39.BMP,0,0,0,0.40,0
Y50YQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-25_02-18-35.BMP,0,0,1,0.47,0
7N0KQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-01-31_17-48-19.BMP,0,0,0,0.78,0
Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-25_10-15-03.BMP,0,0,0,0.75,0
N606A_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-12-01_09-05-20.BMP,0,0,0,0.58,0
7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.94,0
T10H2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-28_03-34-16.BMP,0,0,0,0.40,0
9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-22_15-45-32.BMP,0,0,0,0.54,0
Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-10-17_22-27-31.BMP,0,0,0,0.79,0
1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-01_22-03-03.BMP,0,0,1,0.70,0
S708I_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-20_22-52-00.BMP,0,0,0,0.88,0
9A0VU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_14-19-57.BMP,0,0,1,0.75,0
4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-09_02-36-53.BMP,0,0,1,0.77,0
1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_15-29-29.BMP,0,0,0,0.84,0
Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.88,0
9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.82,0
7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-12-01_01-36-18.BMP,0,0,1,0.88,0
Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_11-40-42.BMP,0,0,1,0.49,0
9UHIY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-04_20-18-30.BMP,0,0,0,0.45,0
Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-14_03-41-31.BMP,0,0,0,0.63,0
T10H4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-01_07-38-11.BMP,0,0,1,0.44,0
4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-21_18-49-09.BMP,0,0,0,0.45,0
4P0RK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-31-37.BMP,0,0,1,0.51,0
1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_15-29-29.BMP,0,0,1,0.52,0
Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY14_2020-07-02_14-26-01.BMP,0,0,0,0.75,0
Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-08_14-46-29.BMP,0,0,0,0.46,0
5C16G_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-23_05-09-44.BMP,0,0,0,0.93,0
Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.54,0
5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.85,0
Y50T0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-23_18-05-33.BMP,0,0,0,0.67,0
9A0SO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-18_15-52-18.BMP,0,0,0,0.92,0
4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,1,0.63,0
7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.81,0
Y50YY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-18_13-11-27.BMP,0,0,0,0.81,0
Y511I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY16_2020-09-03_08-01-40.BMP,0,0,1,0.75,0
Y512U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-18_15-40-06.BMP,0,0,1,0.68,0
S7012_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX6SDY17_2020-09-01_20-38-48.BMP,0,0,0,0.74,0
4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-11_03-47-54.BMP,0,0,0,0.80,0
Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,0,0.72,0
Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,0,0.65,0
4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-10-09_04-12-29.BMP,0,0,0,0.77,0
9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,0,0.68,0
Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-12_03-36-12.BMP,0,0,0,0.75,0
9A0V0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-17_15-32-15.BMP,0,0,0,0.59,0
T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY15_2020-06-18_17-28-42.BMP,0,0,0,0.71,0
N606E_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-08_15-17-38.BMP,0,0,1,0.82,0
Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX7SDY17_2020-07-13_20-40-35.BMP,0,0,1,0.85,0
Y50X2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_05-58-57.BMP,0,0,0,0.64,0
Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,0,0.42,0
4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,1,0.80,0
7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.51,0
6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-02_23-27-51.BMP,0,0,1,0.91,0
7QI8M_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-19_05-03-22.BMP,0,0,0,0.63,0
Y50ZC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-19_11-15-47.BMP,0,0,1,0.82,0
Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,1,0.73,0
4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,0,0.48,0
6U0NW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-11_12-23-35.BMP,0,0,0,0.69,0
Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-08-27_01-54-47.BMP,0,0,0,0.56,0
9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,0,0.50,0
7N0LY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-01-26_09-14-21.BMP,0,0,1,0.93,0
9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-11-02_16-26-26.BMP,0,0,0,0.93,0
2CICS_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-23_17-17-42.BMP,0,0,0,0.53,0
Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-09_22-54-39.BMP,0,0,0,0.92,0
Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-13_15-47-08.BMP,0,0,1,0.80,0
4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,0,0.43,0
T10HK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_14-47-16.BMP,0,0,0,0.63,0
Y50WY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_08-37-48.BMP,0,0,1,0.62,0
Y50T6_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX7SDY17_2020-07-07_04-00-06.BMP,0,0,0,0.69,0
5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2019-12-29_01-50-21.BMP,0,0,0,0.48,0
Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,1,0.66,0
Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-23_03-27-39.BMP,0,0,0,0.45,0
5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.50,0
S700K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-30_06-53-48.BMP,0,0,0,0.46,0
T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-30_02-22-54.BMP,0,0,0,0.87,0
4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-10-48.BMP,0,0,0,0.67,0
9UHIW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-30_20-48-36.BMP,0,0,0,0.62,0
9A0T8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_05-32-04.BMP,0,0,0,0.90,0
Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,0,0.42,0
Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,0,0.92,0
Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-03_00-11-54.BMP,0,0,1,0.62,0
N6064_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-08_08-38-32.BMP,0,0,0,0.54,0
Y512A_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-19_04-56-49.BMP,0,0,1,0.50,0
4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-21_18-49-09.BMP,0,0,1,0.83,0
Y511Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-19_05-18-50.BMP,0,0,1,0.63,0
S700U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-26_20-36-11.BMP,0,0,0,0.51,0
S701O_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-28_04-10-28.BMP,0,0,0,0.77,0
S7016_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_17-16-30.BMP,0,0,0,0.67,0
S701O_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-28_04-10-28.BMP,0,0,0,0.45,0
Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-17_20-55-41.BMP,0,0,0,0.62,0
Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,1,0.58,0
Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY4SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,0,0.48,0
S700Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_07-34-21.BMP,0,0,0,0.77,0
Y50RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-22_00-51-51.BMP,0,0,0,0.66,0
9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.55,0
W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,0,0.51,0
Y50RW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-28_20-15-16.BMP,0,0,1,0.73,0
Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-13_15-47-59.BMP,0,0,1,0.57,0
Y50XO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-20_22-16-03.BMP,0,0,0,0.56,0
9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-29_13-51-26.BMP,0,0,0,0.57,0
4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_03-47-54.BMP,0,0,1,0.54,0
Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-26_21-24-48.BMP,0,0,0,0.70,0
Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-08_19-47-50.BMP,0,0,0,0.80,0
7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,0,0.50,0
6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-02_23-27-51.BMP,0,0,0,0.72,0
2CICW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-09-20_07-52-47.BMP,0,0,0,0.59,0
9A0SG_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-04-15_01-42-25.BMP,0,0,1,0.63,0
7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-01_01-36-18.BMP,0,0,1,0.57,0
T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-30_02-22-54.BMP,0,0,1,0.50,0
Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_11-40-42.BMP,0,0,0,0.90,0
N6064_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-08_08-38-32.BMP,0,0,0,0.70,0
T10HY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_19-18-10.BMP,0,0,1,0.82,0
7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-06_14-11-39.BMP,0,0,0,0.49,0
Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-08-10_23-58-19.BMP,0,0,0,0.64,0
S7004_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-07_02-41-43.BMP,0,0,1,0.50,0
S700U_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_20-36-11.BMP,0,0,0,0.48,0
9A0T6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_11-24-20.BMP,0,0,0,0.79,0
9A0VM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-17_18-06-38.BMP,0,0,0,0.66,0
4P0QU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-29_01-12-37.BMP,0,0,1,0.71,0
4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-01_05-35-14.BMP,0,0,0,0.78,0
7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,1,0.88,0
