file name,label,vanti,train \ test,score,vanti with context data
S51HI_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-11_07-04-47.BMP,0,0,0,0.70,0
S51HK_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-29_01-22-16.BMP,0,0,0,0.89,0
S51HK_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-29_01-22-16.BMP,0,0,0,0.56,0
S51HK_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-29_01-22-16.BMP,0,0,0,0.67,0
S51HK_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-29_01-22-16.BMP,0,0,0,0.42,0
S51HK_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-29_01-22-16.BMP,0,0,0,0.44,0
S51HK_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-29_01-22-16.BMP,0,0,1,0.70,0
S51HM_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-24_11-05-06.BMP,0,0,0,0.55,0
S51HM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-24_11-05-06.BMP,0,0,1,0.47,0
S51HM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-11-24_11-05-06.BMP,0,0,0,0.59,0
S51HM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-24_11-05-06.BMP,0,0,0,0.90,0
S51HM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-24_11-05-06.BMP,0,0,1,0.79,0
S51HM_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-24_11-05-06.BMP,0,0,0,0.80,0
S51HO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-01_15-50-48.BMP,0,0,1,0.89,0
S51HO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-12-01_15-50-48.BMP,0,0,1,0.94,0
S51HO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY30_2020-12-01_15-50-48.BMP,0,0,0,0.82,0
S51HO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-12-01_15-50-48.BMP,0,0,1,0.92,0
S51HO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-12-01_15-50-48.BMP,0,0,0,0.61,0
S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-12-01_09-10-30.BMP,0,0,1,0.42,0
S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-12-01_09-10-30.BMP,0,0,0,0.49,0
S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-12-01_09-10-30.BMP,0,0,0,0.94,0
S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-12-01_09-10-30.BMP,0,0,1,0.66,0
S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY28_2020-12-01_09-10-30.BMP,0,0,0,0.55,0
S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P008_DX11DY11SDX4SDY28_2020-12-01_09-10-30.BMP,0,0,0,0.40,0
S51HQ_WP2_CM_MEAS_FIB_{MEASURE}_P009_DX3DY12SDX4SDY28_2020-12-01_09-10-30.BMP,0,0,1,0.84,0
S51HS_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY28_2020-12-14_17-09-31.BMP,0,0,1,0.47,0
S51HS_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-12_03-24-39.BMP,0,0,0,0.92,0
S51HS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY28_2020-12-14_17-09-31.BMP,0,0,0,0.69,0
S51HS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY29_2020-12-12_03-24-39.BMP,0,0,0,0.93,0
S51HS_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY28_2020-12-14_17-09-31.BMP,0,0,0,0.62,0
S51HS_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY11SDX6SDY29_2020-12-12_03-24-39.BMP,0,0,0,0.49,0
S51HS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY28_2020-12-14_17-09-31.BMP,0,0,0,0.54,0
8XJBC_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-03_04-24-23.BMP,0,0,0,0.72,0
8XJBC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-03_04-24-23.BMP,0,0,0,0.62,0
8XJBC_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-03_04-24-23.BMP,0,0,1,0.49,0
8XJBK_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX3DY12SDX6SDY30_2020-11-05_01-15-19.BMP,0,0,0,0.83,0
8XJBK_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX14DY10SDX6SDY30_2020-11-05_01-15-19.BMP,0,0,0,0.50,0
8XJBK_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX11DY9SDX6SDY30_2020-11-05_01-15-19.BMP,0,0,0,0.84,0
8XJBK_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX8DY7SDX6SDY30_2020-11-05_01-15-19.BMP,0,0,0,0.56,0
8XJBK_WP2_CM_MEAS_FIB_{MEASURE}_P007_DX17DY6SDX6SDY30_2020-11-05_01-15-19.BMP,0,0,1,0.50,0
2RLSK_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-25_18-23-32.BMP,0,0,1,0.49,0
2RLSK_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-25_18-23-32.BMP,0,0,0,0.83,0
2RLSK_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-25_18-23-32.BMP,0,0,0,0.42,0
2RLSM_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-11_21-05-36.BMP,0,0,0,0.89,0
2RLSM_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-11_21-05-36.BMP,0,0,0,0.90,0
2RLSM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-11_21-05-36.BMP,0,0,0,0.73,0
2RLSM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-11_21-05-36.BMP,0,0,1,0.89,0
2RLSM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-11_21-05-36.BMP,0,0,0,0.50,0
2RLSM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-11_21-05-36.BMP,0,0,0,0.78,0
2RLSO_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-02_05-38-17.BMP,0,0,0,0.94,0
2RLSO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-02_05-38-17.BMP,0,0,1,0.80,0
2RLSO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-02_05-38-17.BMP,0,0,0,0.94,0
2RLSO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-02_05-38-17.BMP,0,0,0,0.54,0
2RLSO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-02_05-38-17.BMP,0,0,0,0.46,0
2RLSO_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-02_05-38-17.BMP,0,0,0,0.48,0
2RLSQ_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-01_01-40-34.BMP,0,0,0,0.64,0
2RLSQ_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-01_01-40-34.BMP,0,0,1,0.62,0
2RLSQ_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-01_01-40-34.BMP,0,0,0,0.91,0
2RLSQ_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-01_01-40-34.BMP,0,0,0,0.94,0
2RLSS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-23_08-25-44.BMP,0,0,0,0.63,0
2RLSS_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-23_08-25-44.BMP,0,0,1,0.46,0
2RLSS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-23_08-25-44.BMP,0,0,0,0.87,0
2RLSS_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-23_08-25-44.BMP,0,0,0,0.77,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-11-28_05-26-56.BMP,0,0,1,0.49,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-28_01-00-40.BMP,0,0,1,0.91,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY30_2020-11-28_05-26-56.BMP,0,0,1,0.60,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-28_01-00-40.BMP,0,0,0,0.66,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY30_2020-11-28_05-26-56.BMP,0,0,0,0.57,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-28_01-00-40.BMP,0,0,1,0.81,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY30_2020-11-28_05-26-56.BMP,0,0,1,0.89,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-28_01-00-40.BMP,0,0,0,0.72,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY30_2020-11-28_05-26-56.BMP,0,0,1,0.67,0
2RLSU_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-28_01-00-40.BMP,0,0,0,0.51,0
2RLT0_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-28_01-35-20.BMP,0,0,0,0.44,0
2RLT0_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-28_01-35-20.BMP,0,0,0,0.81,0
2RLT0_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-28_01-35-20.BMP,0,0,1,0.92,0
2RLT0_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-28_01-35-20.BMP,0,0,0,0.54,0
2RLT0_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-28_01-35-20.BMP,0,0,0,0.53,0
2RLT0_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-28_01-35-20.BMP,0,0,1,0.80,0
2RLT6_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-19_09-00-07.BMP,0,0,0,0.78,0
2RLT6_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-19_09-00-07.BMP,0,0,0,0.78,0
2RLT6_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-19_09-00-07.BMP,0,0,0,0.72,0
2RLT6_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-19_09-00-07.BMP,0,0,0,0.87,0
2RLT8_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-08_08-21-13.BMP,0,0,1,0.81,0
2RLT8_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-08_08-21-13.BMP,0,0,0,0.75,0
2RLT8_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-08_08-21-13.BMP,0,0,0,0.82,0
2RLT8_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-08_08-21-13.BMP,0,0,1,0.70,0
2RLT8_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-08_08-21-13.BMP,0,0,0,0.87,0
2RLT8_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-08_08-21-13.BMP,0,0,0,0.59,0
2RLTC_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-15_00-05-35.BMP,0,0,0,0.66,0
2RLTC_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-15_00-05-35.BMP,0,0,0,0.70,0
2RLTC_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-15_00-05-35.BMP,0,0,1,0.44,0
2RLTC_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-15_00-05-35.BMP,0,0,0,0.84,0
2RLTC_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-15_00-05-35.BMP,0,0,1,0.58,0
2RLTC_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-15_00-05-35.BMP,0,0,0,0.43,0
2RLTE_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-08_09-45-36.BMP,0,0,1,0.40,0
2RLTE_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-08_09-45-36.BMP,0,0,1,0.87,0
2RLTE_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-08_09-45-36.BMP,0,0,1,0.55,0
2RLTE_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-08_09-45-36.BMP,0,0,1,0.48,0
2RLTE_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-08_09-45-36.BMP,0,0,1,0.70,0
2RLTE_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-08_09-45-36.BMP,0,0,1,0.44,0
2RLTG_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-23_19-21-36.BMP,0,0,0,0.54,0
2RLTG_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-23_19-21-36.BMP,0,0,0,0.63,0
2RLTG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-23_19-21-36.BMP,0,0,0,0.78,0
2RLTG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-23_19-21-36.BMP,0,0,0,0.68,0
2RLTI_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-06_15-46-40.BMP,0,0,1,0.89,0
2RLTI_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-06_15-46-40.BMP,0,0,0,0.45,0
2RLTI_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-06_15-46-40.BMP,0,0,0,0.53,0
2RLTI_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-06_15-46-40.BMP,0,0,0,0.84,0
2RLTI_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-06_15-46-40.BMP,0,0,1,0.47,0
2RLTI_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-06_15-46-40.BMP,0,0,0,0.81,0
2RLTM_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-05_09-50-06.BMP,0,0,0,0.92,0
2RLTM_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-05_09-50-06.BMP,0,0,0,0.72,0
2RLTM_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-05_09-50-06.BMP,0,0,0,0.74,0
2RLTM_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-05_09-50-06.BMP,0,0,0,0.92,0
2RLTO_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-11_17-10-18.BMP,0,0,1,0.59,0
2RLTO_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-11_17-10-18.BMP,0,0,1,0.55,0
2RLTO_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-11_17-10-18.BMP,0,0,1,0.91,0
2RLTO_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-11_17-10-18.BMP,0,0,0,0.65,0
2RLTS_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY30_2020-12-14_00-14-15.BMP,0,0,1,0.89,0
2RLTS_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-14_00-14-15.BMP,0,0,1,0.51,0
2RLTS_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY30_2020-12-14_00-14-15.BMP,0,0,0,0.84,0
2RLTS_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY30_2020-12-14_00-14-15.BMP,0,0,0,0.52,0
2RLTS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY30_2020-12-14_00-14-15.BMP,0,0,1,0.85,0
2RLTS_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY30_2020-12-14_00-14-15.BMP,0,0,1,0.92,0
2RLTW_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY30_2020-12-23_02-47-03.BMP,0,0,1,0.60,0
2RLTW_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-23_02-47-03.BMP,0,0,0,0.79,0
2RLTW_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY30_2020-12-23_02-47-03.BMP,0,0,0,0.61,0
2RLTW_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY30_2020-12-23_02-47-03.BMP,0,0,0,0.72,0
2RLTW_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY30_2020-12-23_02-47-03.BMP,0,0,0,0.83,0
2RLTW_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY30_2020-12-23_02-47-03.BMP,0,0,1,0.80,0
2RLTY_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-01_13-06-09.BMP,0,0,1,0.62,0
2RLTY_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-01_13-06-09.BMP,0,0,1,0.83,0
2RLTY_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-01_13-06-09.BMP,0,0,0,0.80,0
2RLTY_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-01_13-06-09.BMP,0,0,1,0.75,0
2RLTY_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-01_13-06-09.BMP,0,0,1,0.72,0
2RLU0_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-05_18-07-28.BMP,0,0,1,0.44,0
2RLU0_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-05_18-07-28.BMP,0,0,0,0.86,0
2RLU0_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-05_18-07-28.BMP,0,0,0,0.74,0
2RLU0_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-05_18-07-28.BMP,0,0,0,0.76,0
2RLU0_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-05_18-07-28.BMP,0,0,0,0.93,0
2RLU6_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY29_2020-12-23_06-11-36.BMP,0,0,0,0.87,0
2RLU6_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY29_2020-12-23_06-11-36.BMP,0,0,0,0.66,0
2RLU6_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY29_2020-12-23_06-11-36.BMP,0,0,1,0.71,0
2RLU6_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY29_2020-12-23_06-11-36.BMP,0,0,0,0.61,0
2RLU6_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY29_2020-12-23_06-11-36.BMP,0,0,0,0.55,0
2RLU6_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY29_2020-12-23_06-11-36.BMP,0,0,0,0.91,0
2RLU8_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-25_04-32-17.BMP,0,0,0,0.56,0
2RLU8_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-25_04-32-17.BMP,0,0,1,0.88,0
2RLU8_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-25_04-32-17.BMP,0,0,0,0.73,0
2RLU8_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-25_04-32-17.BMP,0,0,0,0.72,0
2RLU8_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-25_04-32-17.BMP,0,0,0,0.77,0
2RLUA_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-11-18_13-42-32.BMP,0,0,1,0.68,0
2RLUA_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-11-18_13-42-32.BMP,0,0,0,0.64,0
2RLUA_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-11-18_13-42-32.BMP,0,0,0,0.92,0
2RLUA_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-11-18_13-42-32.BMP,0,0,1,0.77,0
2RLUA_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-18_13-42-32.BMP,0,0,0,0.50,0
2RLUE_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-27_16-05-56.BMP,0,0,0,0.60,0
2RLUE_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-11-27_16-05-56.BMP,0,0,0,0.57,0
2RLUG_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-10_14-55-10.BMP,0,0,1,0.40,0
2RLUG_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-10_14-55-10.BMP,0,0,0,0.45,0
2RLUG_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-10_14-55-10.BMP,0,0,0,0.91,0
2RLUG_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-10_14-55-10.BMP,0,0,0,0.41,0
2RLUK_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-12_00-42-27.BMP,0,0,1,0.72,0
2RLUK_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY31_2020-12-12_00-42-27.BMP,0,0,0,0.61,0
2RLUK_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY31_2020-12-12_00-42-27.BMP,0,0,0,0.57,0
2RLUK_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-12_00-42-27.BMP,0,0,0,0.84,0
2RLUK_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-12_00-42-27.BMP,0,0,1,0.80,0
2RLUK_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-12_00-42-27.BMP,0,0,1,0.56,0
2RLUS_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-12-11_10-52-29.BMP,0,0,1,0.82,0
2RLUS_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY31_2020-12-11_10-52-29.BMP,0,0,0,0.47,0
2RLUS_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY31_2020-12-11_10-52-29.BMP,0,0,0,0.91,0
2RLUS_WP2_CM_MEAS_FIB_{MEASURE}_P006_DX17DY6SDX6SDY31_2020-12-11_10-52-29.BMP,0,0,0,0.59,0
2RLUU_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY30_2020-12-23_16-40-27.BMP,0,0,1,0.67,0
2RLUU_WP2_CM_MEAS_FIB_{MEASURE}_P003_DX14DY10SDX6SDY30_2020-12-23_16-40-27.BMP,0,0,1,0.73,0
2RLUU_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY30_2020-12-23_16-40-27.BMP,0,0,0,0.62,0
2RLUY_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY30_2020-12-10_07-21-40.BMP,0,0,0,0.51,0
2RLUY_WP2_CM_MEAS_FIB_{MEASURE}_P002_DX11DY14SDX6SDY30_2020-12-10_07-21-40.BMP,0,0,0,0.82,0
2RLUY_WP2_CM_MEAS_FIB_{MEASURE}_P004_DX11DY9SDX6SDY30_2020-12-10_07-21-40.BMP,0,0,0,0.94,0
2RLUY_WP2_CM_MEAS_FIB_{MEASURE}_P005_DX8DY7SDX6SDY30_2020-12-10_07-21-40.BMP,0,0,0,0.41,0
2RLV0_WP2_CM_MEAS_FIB_{MEASURE}_P001_DX3DY12SDX6SDY31_2020-11-09_22-41-53.BMP,0,0,0,0.68,0
