,file name,label,vanti,train \ test,score,vanti label,vanti with context data
1491,2RLNW_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-07_13-57-09.BMP,0,0,0,0.81,0,0
1492,2RLO0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-02_21-28-10.BMP,0,0,0,0.43,0,0
1493,2RLNW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-07_13-57-09.BMP,0,0,0,0.52,0,0
1494,2RLNW_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-07_13-57-09.BMP,0,0,0,0.64,1,0
1495,2RLO0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-02_21-28-10.BMP,0,0,0,0.72,1,0
1496,2RLO2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-05_05-46-38.BMP,0,0,1,0.42,0,0
1497,2RLO4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-15_10-00-36.BMP,0,0,0,0.62,1,0
1498,2RLO4_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-15_10-00-36.BMP,0,0,0,0.45,0,0
1499,2RLO2_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-05_05-46-38.BMP,0,0,1,0.7,0,0
1500,2RLOE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-02_07-55-06.BMP,0,0,0,0.63,0,0
1501,2RLOC_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-11_23-15-52.BMP,0,0,0,0.63,0,0
1502,2RLOC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-11-11_23-15-52.BMP,0,0,0,0.69,1,0
1503,2RLOG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-09_12-50-33.BMP,0,0,0,0.61,0,0
1504,2RLOM_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-10_16-37-25.BMP,0,0,1,0.51,0,0
1505,2RLOI_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-25_12-48-39.BMP,0,0,0,0.88,1,0
1506,2RLOI_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-11-25_12-48-39.BMP,0,0,0,0.94,0,0
1507,2RLOQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-09_09-56-45.BMP,0,0,0,0.56,0,0
1508,2RLOO_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-13_21-25-03.BMP,0,0,0,0.65,0,0
1509,2RLOQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-09_09-56-45.BMP,0,0,0,0.4,1,0
1510,2RLP4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-01_00-08-10.BMP,0,0,0,0.84,0,0
1511,2RLP4_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-01_00-08-10.BMP,0,0,0,0.85,0,0
1512,2RLPC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-07_09-50-42.BMP,0,0,1,0.72,1,0
1513,2RLPG_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-11-19_19-58-41.BMP,0,0,1,0.86,1,0
1514,2RLQ0_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-18_15-30-12.BMP,0,0,0,0.56,1,0
1515,2RLPY_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-19_11-41-24.BMP,0,0,0,0.5,0,0
1516,2RLPY_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-19_11-41-24.BMP,0,0,0,0.86,1,0
1517,2RLQ2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY36_2020-12-04_17-44-00.BMP,0,0,1,0.68,0,0
1518,2RLQ4_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-09_00-14-47.BMP,0,0,1,0.72,1,0
1519,2RLQA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-05_07-13-44.BMP,0,0,1,0.52,1,0
1520,2RLR0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-12-13_01-30-00.BMP,0,0,0,0.9,0,0
1521,2RLR0_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY34_2020-12-13_01-30-00.BMP,0,0,0,0.75,1,0
1522,2RLR0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-13_01-30-00.BMP,0,0,0,0.67,0,0
1523,2RLSO_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-12-07_13-48-17.BMP,0,0,1,0.69,0,0
1524,2RLWA_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-12-09_07-42-02.BMP,0,0,0,0.65,0,0
1525,2RLWE_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY37_2020-11-25_15-02-24.BMP,0,0,0,0.6,1,0
1526,2RLWE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY37_2020-11-25_15-02-24.BMP,0,0,0,0.8,1,0
1527,2RLWE_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY37_2020-11-25_15-02-24.BMP,0,0,0,0.88,0,0
1528,3AICI_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-08-26_02-09-58.BMP,0,0,0,0.64,1,0
1529,3AID4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY13_2020-08-26_04-28-40.BMP,0,0,0,0.65,0,0
1530,3AIDS_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-12_09-22-21.BMP,0,0,0,0.75,1,0
1531,3AID4_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY13_2020-08-26_04-28-40.BMP,0,0,1,0.48,1,0
1532,3AIEG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-08-30_23-11-19.BMP,0,0,0,0.75,1,0
1533,3AIDW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-08_09-41-43.BMP,0,0,1,0.81,0,0
1534,3AIEK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-03_08-15-29.BMP,0,0,0,0.72,1,0
1535,3AIEQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-14_13-05-37.BMP,0,0,1,0.52,1,0
1536,3AIEO_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-09_01-08-18.BMP,0,0,0,0.68,0,0
1537,3AIEK_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-03_08-15-29.BMP,0,0,0,0.59,1,0
1538,3AIEO_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-09_01-08-18.BMP,0,0,1,0.59,1,0
1539,3AIEU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-12_14-42-51.BMP,0,0,0,0.69,0,0
1540,3AIEQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-14_13-05-37.BMP,0,0,0,0.69,1,0
1541,3AIFA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-15_23-09-26.BMP,0,0,0,0.91,1,0
1542,3AIEU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-12_14-42-51.BMP,0,0,1,0.84,1,0
1543,3AIF8_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-18_23-00-54.BMP,0,0,0,0.84,1,0
1544,3AIFC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-09_00-40-59.BMP,0,0,0,0.79,0,0
1545,3AIFC_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-09_00-40-59.BMP,0,0,0,0.71,1,0
1546,3AIFG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-15_20-50-03.BMP,0,0,1,0.45,0,0
1547,3AIFM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-11_17-41-10.BMP,0,0,0,0.77,1,0
1548,3AIFM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-11_17-41-10.BMP,0,0,1,0.73,0,0
1549,3AIFU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-10_14-29-38.BMP,0,0,0,0.51,1,0
1550,3AIFW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-08_14-30-44.BMP,0,0,0,0.55,0,0
1551,3AIG2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-08_06-38-47.BMP,0,0,0,0.47,1,0
1552,3AIG2_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-08_06-38-47.BMP,0,0,1,0.54,1,0
1553,3AIG2_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-08_06-38-47.BMP,0,0,0,0.92,1,0
1554,3AIG2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-08_06-38-47.BMP,0,0,0,0.67,0,0
1555,3AIG6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-02_12-11-33.BMP,0,0,1,0.68,1,0
1556,3AIG6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-02_12-11-33.BMP,0,0,1,0.49,1,0
1557,3AIG8_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-08-30_23-04-39.BMP,0,0,0,0.77,1,0
1558,3AIG8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-08-30_23-04-39.BMP,0,0,0,0.63,1,0
1559,3AIGC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-27_13-19-46.BMP,0,0,0,0.47,0,0
1560,3AIGC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-27_13-19-46.BMP,0,0,1,0.44,1,0
1561,3AIGE_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-04_04-13-53.BMP,0,0,0,0.7,0,0
1562,3AIGG_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-07_20-27-50.BMP,0,0,0,0.84,1,0
1563,3AIGG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-07_20-27-50 (1).BMP,0,0,1,0.59,1,0
1564,3AIGG_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-07_20-27-50.BMP,0,0,0,0.53,0,0
1565,3AIGK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-08-30_23-36-21.BMP,0,0,1,0.77,0,0
1566,3AIGG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-07_20-27-50.BMP,0,0,0,0.66,1,0
1567,3AIGK_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-08-30_23-36-21.BMP,0,0,0,0.51,1,0
1568,3AIGK_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-08-30_23-36-21.BMP,0,0,0,0.88,1,0
1569,3AIHM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-09_00-51-34.BMP,0,0,0,0.46,1,0
1570,3AIHQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-27_12-25-44 (1).BMP,0,0,1,0.7,1,0
1571,3AIHQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-27_12-25-44.BMP,0,0,1,0.69,1,0
1572,3AIHO_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-11_09-09-41.BMP,0,0,1,0.67,1,0
1573,3AIHQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-27_12-25-44.BMP,0,0,0,0.51,1,0
1574,3AIHQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-27_12-25-44.BMP,0,0,0,0.82,1,0
1575,3AIHU_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-05_00-28-23.BMP,0,0,0,0.85,0,0
1576,3AII6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-08_15-22-21.BMP,0,0,0,0.81,0,0
1577,3AIII_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-08_00-17-26.BMP,0,0,1,0.81,0,0
1578,3AIII_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-08_00-17-26.BMP,0,0,0,0.44,0,0
1579,3AIIQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-03_19-51-35.BMP,0,0,1,0.7,1,0
1580,3AIIQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-03_19-51-35.BMP,0,0,1,0.75,0,0
1581,3AIIU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-17_22-22-30.BMP,0,0,0,0.44,0,0
1582,3AIIS_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-27_03-57-30.BMP,0,0,1,0.86,1,0
1583,3AIIU_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-17_22-22-30.BMP,0,0,1,0.52,0,0
1584,3AIIU_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-17_22-22-30.BMP,0,0,1,0.68,0,0
1585,3AIK0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-26_06-33-56.BMP,0,0,1,0.69,0,0
1586,3AIK0_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-26_06-33-56.BMP,0,0,0,0.66,1,0
1587,3AIJC_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-06_20-15-52.BMP,0,0,0,0.49,1,0
1588,3AIJC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-06_20-15-52.BMP,0,0,0,0.86,1,0
1590,3AILQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-29_14-51-03.BMP,0,0,1,0.43,1,0
1591,3AILK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-09_05-47-07.BMP,0,0,1,0.9,1,0
1592,3AILU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-08-25_05-12-28.BMP,0,0,0,0.86,1,0
1593,3AILQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-29_14-51-03.BMP,0,0,0,0.88,0,0
1594,3AILU_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-08-25_05-12-28.BMP,0,0,0,0.5,0,0
1595,3AILU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-08-25_05-12-28.BMP,0,0,0,0.5,0,0
1596,3AILY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-06_15-34-17.BMP,0,0,0,0.48,0,0
1597,3AIM2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-07_16-47-24.BMP,0,0,0,0.78,1,0
1598,3AIM4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-09_16-27-28.BMP,0,0,0,0.48,0,0
1599,3AIM6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY13_2020-09-15_01-25-18.BMP,0,0,1,0.67,0,0
1600,3AIM6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY13_2020-09-15_01-25-18.BMP,0,0,1,0.6,1,0
1601,3AIM8_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-15_06-10-49.BMP,0,0,1,0.45,1,0
1602,3AIM8_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-15_06-10-49.BMP,0,0,0,0.48,0,0
1603,3AIMG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-08-28_03-49-53.BMP,0,0,1,0.4,1,0
1605,3AIMK_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-08-31_17-50-29.BMP,0,0,1,0.93,0,0
1606,3AIMO_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-08-24_14-11-11.BMP,0,0,0,0.68,0,0
1607,3AIMQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-24_07-12-36.BMP,0,0,0,0.68,1,0
1608,3AIMQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-24_07-12-36.BMP,0,0,0,0.92,0,0
1609,3AIMU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-17_23-39-30.BMP,0,0,1,0.61,1,0
1610,3AIMY_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-06_22-01-58.BMP,0,0,0,0.65,1,0
1611,3AIMW_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-31_00-31-47.BMP,0,0,0,0.56,1,0
1612,3AIN6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-26_18-01-29.BMP,0,0,0,0.46,0,0
1613,3AIN6_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-26_18-01-29.BMP,0,0,0,0.58,0,0
1614,3AIN6_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-26_18-01-29.BMP,0,0,0,0.72,1,0
1615,3AINM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-29_08-42-38.BMP,0,0,1,0.54,1,0
1616,3AINU_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-01_22-21-31.BMP,0,0,0,0.72,0,0
1617,3AINU_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-01_22-21-31.BMP,0,0,0,0.49,0,0
1618,3AINU_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-01_22-21-31.BMP,0,0,1,0.77,0,0
1619,3AINU_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-01_22-21-31.BMP,0,0,1,0.42,0,0
1620,3AINS_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-13_05-27-18.BMP,0,0,0,0.69,1,0
1621,3AINY_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-02_14-31-38.BMP,0,0,0,0.82,1,0
1622,3AINY_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-02_14-31-38.BMP,0,0,0,0.65,0,0
1623,3AIO2_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-13_07-50-08.BMP,0,0,1,0.61,1,0
1624,3AINY_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-02_14-31-38.BMP,0,0,0,0.5,0,0
1625,3AIO6_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-04_22-23-31.BMP,0,0,1,0.65,1,0
1626,3AIOM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-22_14-35-50 (1).BMP,0,0,0,0.59,1,0
1627,3AIOG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-17_09-10-49.BMP,0,0,0,0.42,0,0
1628,3AIOM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-22_14-35-50.BMP,0,0,1,0.56,1,0
1629,3AIOM_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-22_14-35-50.BMP,0,0,1,0.74,1,0
1630,3AIP2_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-26_19-48-26.BMP,0,0,1,0.63,1,0
1631,3AIP2_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-09-26_19-48-26.BMP,0,0,0,0.52,0,0
1632,3AIPA_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-11_05-42-42.BMP,0,0,0,0.43,0,0
1633,3AIPA_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-11-11_05-42-42.BMP,0,0,0,0.88,1,0
1634,3AIPG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-20_23-01-20.BMP,0,0,1,0.75,1,0
1635,3AIPM_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-12_14-46-56.BMP,0,0,0,0.82,1,0
1636,3AIPI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-29_12-15-23.BMP,0,0,0,0.4,1,0
1637,3AIPI_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-29_12-15-23.BMP,0,0,0,0.72,1,0
1638,3AIPO_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-11-09_07-32-57.BMP,0,0,1,0.55,1,0
1639,3AIPO_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-09_07-32-57.BMP,0,0,1,0.87,1,0
1640,3AIPM_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-12_14-46-56.BMP,0,0,0,0.47,0,0
1641,3AIPS_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-10-25_16-48-53.BMP,0,0,0,0.48,1,0
1642,3AIPQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-11-16_08-07-36.BMP,0,0,0,0.75,1,0
1643,3AIPQ_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-11-16_08-07-36.BMP,0,0,0,0.73,0,0
1644,3AIPS_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-10-25_16-48-53.BMP,0,0,0,0.63,1,0
1645,3AIQ0_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-14_03-01-26.BMP,0,0,0,0.89,0,0
1646,3AIQ2_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-09-11_20-02-42.BMP,0,0,0,0.74,0,0
1647,3AIQC_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-15_22-13-30.BMP,0,0,0,0.65,1,0
1648,3AIQ4_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-09-04_21-39-50.BMP,0,0,0,0.6,1,0
1649,3AIQC_SCAP_VE_MEAS_FIB_{MEASURE1}_P003_DX12DY10SDX9SDY14_2020-12-15_22-13-30.BMP,0,0,1,0.72,0,0
1650,3AIQ4_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-04_21-39-50.BMP,0,0,0,0.45,1,0
1651,3AIQC_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-15_22-13-30.BMP,0,0,0,0.66,0,0
1652,3AIQC_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-15_22-13-30.BMP,0,0,0,0.92,0,0
1653,3AIQG_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-12-09_06-06-16.BMP,0,0,0,0.87,1,0
1654,3AIQG_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-12-09_06-06-16.BMP,0,0,1,0.6,1,0
1655,3AIQI_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-10-08_21-12-28.BMP,0,0,0,0.66,1,0
1656,3AIQG_SCAP_VE_MEAS_FIB_{MEASURE1}_P004_DX14DY3SDX9SDY14_2020-12-09_06-06-16.BMP,0,0,0,0.61,0,0
1657,3AIQK_SCAP_VE_MEAS_FIB_{MEASURE1}_P001_DX9DY9SDX9SDY14_2020-09-15_03-17-19.BMP,0,0,0,0.83,0,0
1658,3AIQI_SCAP_VE_MEAS_FIB_{MEASURE1}_P002_DX4DY11SDX9SDY14_2020-10-08_21-12-28.BMP,0,0,0,0.74,1,0
