,file name,label,vanti,train \ test,score,vanti with PR
5407,3AK2Q_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX4SDY9_2020-10-31_06-10-07.JPG,0,0,1,0.76,0.0
5408,3AK2Q_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX13SDY18_2020-10-31_06-10-07.JPG,0,0,0,0.76,0.0
5409,3AK2Q_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX13SDY18_2020-10-31_06-10-07.JPG,0,0,0,0.52,0.0
5410,3AK2S_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX6SDY24_2020-11-01_02-23-20.JPG,0,0,1,0.42,0.0
5411,3AK2S_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX6SDY24_2020-11-01_02-23-20.JPG,0,0,0,0.53,0.0
5412,3AK2S_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX9SDY34_2020-11-01_02-23-20.JPG,0,0,0,0.91,0.0
5414,3AK2S_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX10SDY15_2020-11-01_02-23-20.JPG,0,0,0,0.69,0.0
5415,3AK2S_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY37_2020-11-01_02-23-20.JPG,0,0,1,0.82,0.0
5418,3AK2U_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX16DY5SDX9SDY34_2020-11-18_11-31-55.JPG,0,0,0,0.73,0.0
5419,3AK2U_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX13SDY45_2020-11-18_11-31-55.JPG,0,0,0,0.87,0.0
5420,3AK2U_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY37_2020-11-18_11-31-55.JPG,0,0,1,0.74,0.0
5421,3AK2U_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX14SDY27_2020-11-18_11-31-55.JPG,0,0,0,0.46,0.0
5422,3AK2U_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX8SDY11_2020-11-18_11-31-55.JPG,0,0,0,0.51,0.0
5423,3AK2U_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX13SDY18_2020-11-18_11-31-55.JPG,0,0,1,0.65,0.0
5424,3AK2U_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX3SDY20_2020-11-18_11-31-55.JPG,0,0,0,0.55,0.0
5425,3AK2Y_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX1SDY11_2020-11-21_10-05-09.JPG,0,0,0,0.53,0.0
5426,3AK2Y_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX9SDY34_2020-11-21_10-05-09.JPG,0,0,0,0.51,0.0
5427,3AK2Y_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX6SDY24_2020-11-21_10-05-09.JPG,0,0,1,0.79,0.0
5428,3AK2Y_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX12SDY6_2020-11-21_10-05-09.JPG,0,0,0,0.78,0.0
5429,3AK2Y_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX5SDY37_2020-11-21_10-05-09.JPG,0,0,1,0.42,0.0
5430,3AK2Y_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY37_2020-11-21_10-05-09.JPG,0,0,0,0.75,0.0
5431,3AK2Y_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX14SDY27_2020-11-21_10-05-09.JPG,0,0,1,0.72,0.0
5434,3AK3I_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX3SDY20_2020-11-07_16-49-29.JPG,0,0,1,0.49,0.0
5436,3AK3K_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX10DY9SDX4SDY30_2020-11-28_21-14-20.JPG,0,0,1,0.7,0.0
5437,3AK3K_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX8SDY22_2020-11-28_21-14-20.JPG,0,0,0,0.83,0.0
5438,3AK3K_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX2SDY40_2020-11-28_21-14-20.JPG,0,0,1,0.46,0.0
5441,3AK3M_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX4SDY30_2020-11-21_07-04-54.JPG,0,0,1,0.4,0.0
5444,3AK3M_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX9DY7SDX10SDY15_2020-11-21_07-04-54.JPG,0,0,1,0.63,0.0
5446,3AK3M_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY16_2020-11-21_07-04-54.JPG,0,0,0,0.46,0.0
5448,3AK3M_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY37_2020-11-21_07-04-54.JPG,0,0,0,0.43,0.0
5451,3AK3O_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX9SDY34_2020-11-04_19-46-39.JPG,0,0,0,0.79,0.0
5452,3AK3O_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX5SDY16_2020-11-04_19-46-39.JPG,0,0,0,0.76,0.0
5455,3AK3O_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX8SDY11_2020-11-04_19-46-39.JPG,0,0,0,0.87,0.0
5456,3AK3O_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX3SDY20_2020-11-04_19-46-39.JPG,0,0,0,0.63,0.0
5467,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX4SDY30_2020-11-21_05-43-29.JPG,0,0,0,0.4,0.0
5468,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX8SDY22_2020-11-21_05-43-29.JPG,0,0,1,0.73,0.0
5469,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX13SDY45_2020-11-21_05-43-29.JPG,0,0,1,0.58,0.0
5470,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX9DY7SDX5SDY16_2020-11-21_05-43-29.JPG,0,0,0,0.62,0.0
5471,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY37_2020-11-21_05-43-29.JPG,0,0,0,0.91,0.0
5472,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX10SDY15_2020-11-21_05-43-29.JPG,0,0,1,0.73,0.0
5473,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY16_2020-11-21_05-43-29.JPG,0,0,0,0.8,0.0
5475,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX11SDY29_2020-11-21_05-43-29.JPG,0,0,0,0.67,0.0
5476,3AK08_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX3SDY20_2020-11-21_05-43-29.JPG,0,0,1,0.41,0.0
5477,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX4SDY30_2020-11-01_09-59-27.JPG,0,0,0,0.71,0.0
5478,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX8SDY22_2020-11-01_09-59-27.JPG,0,0,0,0.74,0.0
5480,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX6SDY24_2020-11-01_09-59-27.JPG,0,0,1,0.82,0.0
5481,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX12SDY6_2020-11-01_09-59-27.JPG,0,0,0,0.86,0.0
5482,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX13SDY45_2020-11-01_09-59-27.JPG,0,0,1,0.43,0.0
5483,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX8SDY11_2020-11-01_09-59-27.JPG,0,0,1,0.86,0.0
5486,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX3SDY20_2020-11-01_09-59-27.JPG,0,0,0,0.8,0.0
5487,3AK10_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX3SDY20_2020-11-01_09-59-27.JPG,0,0,1,0.55,0.0
5488,3AK12_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX4SDY30_2020-11-03_09-10-47.JPG,0,0,0,0.73,0.0
5491,3AK32_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX8SDY22_2020-11-03_09-10-47.JPG,0,0,0,0.68,0.0
5492,3AK32_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX9SDY34_2020-11-03_09-10-47.JPG,0,0,0,0.92,0.0
5495,3AK32_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX13SDY45_2020-11-03_09-10-47.JPG,0,0,0,0.8,0.0
5496,3AK32_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX9DY7SDX5SDY16_2020-11-03_09-10-47.JPG,0,0,0,0.79,0.0
5499,3AK32_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX13SDY45_2020-11-03_09-10-47.JPG,0,0,1,0.45,0.0
5500,3AK38_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX12SDY6_2020-11-03_09-11-07.JPG,0,0,0,0.9,0.0
5501,3AK38_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX13SDY45_2020-11-03_09-11-07.JPG,0,0,1,0.59,0.0
5502,3AK38_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY16_2020-11-03_09-11-07.JPG,0,0,1,0.44,0.0
5503,3AK38_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX11SDY29_2020-11-03_09-11-07.JPG,0,0,1,0.86,0.0
5504,3AK38_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX14SDY27_2020-11-03_09-11-07.JPG,0,0,0,0.82,0.0
5505,3AK38_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX3SDY20_2020-11-03_09-11-07.JPG,0,0,0,0.51,0.0
5507,3AK58_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX6DY11SDX1SDY11_2020-11-20_01-39-33.JPG,0,0,0,0.83,0.0
5510,3AK58_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY16_2020-11-20_01-39-33.JPG,0,0,1,0.54,0.0
5511,3AK58_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY37_2020-11-20_01-39-33.JPG,0,0,1,0.75,0.0
5512,3AK58_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX8SDY11_2020-11-20_01-39-33.JPG,0,0,1,0.43,0.0
5513,3AK58_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX14SDY27_2020-11-20_01-39-33.JPG,0,0,0,0.55,0.0
5514,3AK58_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX3SDY20_2020-11-20_01-39-33.JPG,0,0,0,0.94,0.0
5515,3B2HW_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX4DY10SDX8SDY24_2020-10-30_05-05-54.JPG,0,0,0,0.47,0.0
5516,3B2HW_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY7SDX4SDY33_2020-10-30_05-05-54.JPG,0,0,0,0.58,0.0
5518,3B2HW_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY13SDX4SDY33_2020-10-30_05-05-54.JPG,0,0,0,0.8,0.0
5519,3B2HW_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX7DY4SDX8SDY24_2020-10-30_05-05-54.JPG,0,0,0,0.94,0.0
5528,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY7SDX12SDY14_2020-10-30_02-42-37.JPG,0,0,0,0.75,0.0
5529,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY11SDX4SDY33_2020-10-30_02-42-37.JPG,0,0,0,0.93,0.0
5530,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX6DY11SDX6SDY9_2020-10-30_02-42-37.JPG,0,0,1,0.4,0.0
5532,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX8DY9SDX12SDY14_2020-10-30_02-42-37.JPG,0,0,0,0.56,0.0
5533,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX9DY14SDX8SDY24_2020-10-30_02-42-37.JPG,0,0,0,0.52,0.0
5534,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX10DY12SDX14SDY42_2020-10-30_02-42-37.JPG,0,0,0,0.9,0.0
5535,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX11DY15SDX4SDY33_2020-10-30_02-42-37.JPG,0,0,0,0.42,0.0
5537,3B2I0_RWHM_VE_MEAS_CD_SEM_{O3_SF_R7_LW_O3_NO_PAD_LW_M1}_DX12DY9SDX12SDY14_2020-10-30_02-42-37.JPG,0,0,1,0.47,0.0
5543,6GJCM_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX11SDY29_2020-10-31_11-40-51.JPG,0,0,0,0.94,0.0
5544,6GJI2_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX2SDY40_2020-11-18_11-31-55.JPG,0,0,0,0.86,0.0
5549,6GJI2_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX2SDY33_2020-11-18_11-31-55.JPG,0,0,0,0.7,0.0
5550,6GJI2_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX3SDY20_2020-11-18_11-31-55.JPG,0,0,0,0.47,0.0
5551,6GJI2_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX13SDY18_2020-11-18_11-31-55.JPG,0,0,0,0.67,0.0
5552,6GJQ4_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX10DY9SDX8SDY22_2020-11-01_17-17-50.JPG,0,0,0,0.94,0.0
5554,6GJQ4_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX10SDY15_2020-11-01_17-17-50.JPG,0,0,0,0.55,0.0
5555,6GJQ4_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX4SDY9_2020-11-01_17-17-50.JPG,0,0,0,0.83,0.0
5557,6GJQ4_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX3SDY20_2020-11-01_17-17-50.JPG,0,0,0,0.84,0.0
5558,6GJQ4_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX13SDY18_2020-11-01_17-17-50.JPG,0,0,0,0.86,0.0
5562,6GJQO_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX4DY6SDX12SDY6_2020-11-26_05-12-09.JPG,0,0,0,0.6,0.0
5563,6GJQO_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX13SDY45_2020-11-26_05-12-09.JPG,0,0,1,0.43,0.0
5565,6GJQO_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX11SDY29_2020-11-26_05-12-09.JPG,0,0,0,0.94,0.0
5566,6GJQO_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX11SDY29_2020-11-26_05-12-09.JPG,0,0,0,0.47,0.0
5567,6GJQO_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX2SDY33_2020-11-26_05-12-09.JPG,0,0,1,0.92,0.0
5568,6GJQO_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX3SDY20_2020-11-26_05-12-09.JPG,0,0,0,0.86,0.0
5570,6GJV6_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX10DY9SDX4SDY30_2020-11-19_15-27-55.JPG,0,0,1,0.63,0.0
5571,6GJV6_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX6SDY24_2020-11-19_15-27-55.JPG,0,0,0,0.67,0.0
5572,6GJV6_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX16DY5SDX6SDY24_2020-11-19_15-27-55.JPG,0,0,0,0.76,0.0
5574,6GJV6_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX4SDY9_2020-11-19_15-27-55.JPG,0,0,0,0.43,0.0
5575,6GJV6_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX11SDY29_2020-11-19_15-27-55.JPG,0,0,0,0.76,0.0
5577,6GJV6_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX3SDY20_2020-11-19_15-27-55.JPG,0,0,0,0.77,0.0
5579,6GJVE_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX8DY10SDX5SDY16_2020-11-20_11-47-52.JPG,0,0,1,0.41,0.0
5583,6GJVE_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX3SDY20_2020-11-20_11-47-52.JPG,0,0,0,0.64,0.0
5585,6GJVE_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX10DY4SDX7SDY40_2020-11-20_11-47-52.JPG,0,0,0,0.79,0.0
5587,6GJVM_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY16_2020-10-30_04-48-20.JPG,0,0,0,0.85,0.0
5606,6GJVU_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX2SDY40_2020-11-01_17-17-50.JPG,0,0,0,0.43,0.0
5608,6GJVU_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX9DY7SDX5SDY37_2020-11-01_17-17-50.JPG,0,0,0,0.84,0.0
5609,6GJVU_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX17DY8SDX4SDY9_2020-11-01_17-17-50.JPG,0,0,0,0.43,0.0
5610,6GJVU_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX13SDY18_2020-11-01_17-17-50.JPG,0,0,0,0.56,0.0
5611,6GJVU_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX2SDY33_2020-11-01_17-17-50.JPG,0,0,1,0.45,0.0
5612,6GJVU_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX7SDY40_2020-11-01_17-17-50.JPG,0,0,0,0.55,0.0
5613,6GJVW_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX12SDY42_2020-11-22_04-22-29.JPG,0,0,0,0.62,0.0
5614,6GJVW_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX9SDY34_2020-11-22_04-22-29.JPG,0,0,0,0.64,0.0
5615,6GJVW_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX4SDY9_2020-11-22_04-22-29.JPG,0,0,0,0.84,0.0
5617,6GJVW_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX13SDY18_2020-11-22_04-22-29.JPG,0,0,1,0.65,0.0
5621,6GJW6_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX9SDY34_2020-10-28_00-36-35.JPG,0,0,1,0.69,0.0
5622,6GJW6_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX12SDY6_2020-10-28_00-36-35.JPG,0,0,0,0.68,0.0
5624,6GJW6_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY12SDX8SDY11_2020-10-28_00-36-35.JPG,0,0,0,0.94,0.0
5625,6GJW6_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX4DY12SDX3SDY20_2020-10-28_00-36-35.JPG,0,0,0,0.8,0.0
5630,6GJWA_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX2SDY40_2020-11-22_22-34-09.JPG,0,0,1,0.73,0.0
5631,6GJWA_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX16DY5SDX6SDY24_2020-11-22_22-34-09.JPG,0,0,0,0.69,0.0
5633,6GJWA_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX9DY7SDX5SDY16_2020-11-22_22-34-09.JPG,0,0,0,0.91,0.0
5635,6GJWA_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX8SDY11_2020-11-22_22-34-09.JPG,0,0,0,0.88,0.0
5636,6GJWA_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX7DY5SDX3SDY20_2020-11-22_22-34-09.JPG,0,0,0,0.65,0.0
5637,6GJWA_RWHM_VE_MEAS_CD_SEM_{O3_80_5_O3_NO_PAD_LW_M1}_DX16DY11SDX7SDY40_2020-11-22_22-34-09.JPG,0,0,1,0.49,0.0
5640,6GJWI_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX5SDY37_2020-10-20_09-19-15.JPG,0,0,0,0.92,0.0
5641,6GJWI_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX8DY13SDX11SDY29_2020-10-20_09-19-15.JPG,0,0,0,0.43,0.0
5642,6GJWI_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX14SDY27_2020-10-20_09-19-15.JPG,0,0,0,0.61,0.0
5647,6GJWU_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX14DY10SDX12SDY6_2020-10-27_03-34-52.JPG,0,0,0,0.58,0.0
5653,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX3DY8SDX1SDY11_2020-11-19_13-04-43.JPG,0,0,0,0.52,0.0
5654,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_1_O3_NO_PAD_LW_M1}_DX12DY6SDX1SDY11_2020-11-19_13-04-43.JPG,0,0,1,0.89,0.0
5656,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX5DY9SDX12SDY6_2020-11-19_13-04-43.JPG,0,0,1,0.85,0.0
5658,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_2_O3_NO_PAD_LW_M1}_DX16DY5SDX12SDY6_2020-11-19_13-04-43.JPG,0,0,0,0.43,0.0
5661,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX11DY14SDX5SDY37_2020-11-19_13-04-43.JPG,0,0,1,0.74,0.0
5662,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_3_O3_NO_PAD_LW_M1}_DX15DY8SDX13SDY45_2020-11-19_13-04-43.JPG,0,0,1,0.47,0.0
5663,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX8SDY11_2020-11-19_13-04-43.JPG,0,0,1,0.45,0.0
5664,6GJWY_RWHM_VE_MEAS_CD_SEM_{O3_80_4_O3_NO_PAD_LW_M1}_DX13DY3SDX14SDY27_2020-11-19_13-04-43.JPG,0,0,0,0.88,0.0
