,file name,label,vanti,train \ test,score,vanti with context data
248,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.94,0
249,T10H2_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-28_03-34-16.BMP,0,0,0,0.4,0
250,9A0SE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-04-22_15-45-32.BMP,0,0,0,0.54,0
251,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-10-17_22-27-31.BMP,0,0,0,0.79,0
252,1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-01_22-03-03.BMP,0,0,1,0.7,0
253,S708I_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-20_22-52-00.BMP,0,0,0,0.88,0
254,9A0VU_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_14-19-57.BMP,0,0,1,0.75,0
255,4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-09_02-36-53.BMP,0,0,1,0.77,0
256,1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_15-29-29.BMP,0,0,0,0.84,0
257,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.88,0
258,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.82,0
259,7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-12-01_01-36-18.BMP,0,0,1,0.88,0
260,Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_11-40-42.BMP,0,0,1,0.49,0
261,9UHIY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-04_20-18-30.BMP,0,0,0,0.45,0
262,Y5110_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-14_03-41-31.BMP,0,0,0,0.63,0
263,T10H4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-01_07-38-11.BMP,0,0,1,0.44,0
264,4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-21_18-49-09.BMP,0,0,0,0.45,0
265,4P0RK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-31-37.BMP,0,0,1,0.51,0
266,1W1BA_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_15-29-29.BMP,0,0,1,0.52,0
267,Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY14_2020-07-02_14-26-01.BMP,0,0,0,0.75,0
268,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-08_14-46-29.BMP,0,0,0,0.46,0
269,5C16G_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-23_05-09-44.BMP,0,0,0,0.93,0
270,Y50SM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-26_03-20-12.BMP,0,0,0,0.54,0
271,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.85,0
272,Y50T0_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-23_18-05-33.BMP,0,0,0,0.67,0
273,9A0SO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-18_15-52-18.BMP,0,0,0,0.92,0
274,4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,1,0.63,0
275,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.81,0
276,Y50YY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-18_13-11-27.BMP,0,0,0,0.81,0
277,Y511I_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY16_2020-09-03_08-01-40.BMP,0,0,1,0.75,0
278,Y512U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-18_15-40-06.BMP,0,0,1,0.68,0
279,S7012_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX6SDY17_2020-09-01_20-38-48.BMP,0,0,0,0.74,0
280,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-11_03-47-54.BMP,0,0,0,0.8,0
281,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,0,0.72,0
282,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,0,0.65,0
283,4P0PU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-10-09_04-12-29.BMP,0,0,0,0.77,0
284,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,0,0.68,0
285,Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-12_03-36-12.BMP,0,0,0,0.75,0
286,9A0V0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-17_15-32-15.BMP,0,0,0,0.59,0
287,T10H0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX7DY7SDX8SDY15_2020-06-18_17-28-42.BMP,0,0,0,0.71,0
288,N606E_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-08_15-17-38.BMP,0,0,1,0.82,0
289,Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX7SDY17_2020-07-13_20-40-35.BMP,0,0,1,0.85,0
290,Y50X2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_05-58-57.BMP,0,0,0,0.64,0
291,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,0,0.42,0
292,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,1,0.8,0
293,7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.51,0
294,6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-02_23-27-51.BMP,0,0,1,0.91,0
295,7QI8M_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-19_05-03-22.BMP,0,0,0,0.63,0
296,Y50ZC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-19_11-15-47.BMP,0,0,1,0.82,0
297,Y50Z4_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-10_08-10-42.BMP,0,0,1,0.73,0
298,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,0,0.48,0
299,6U0NW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-11_12-23-35.BMP,0,0,0,0.69,0
300,Y511A_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY16_2020-08-27_01-54-47.BMP,0,0,0,0.56,0
301,9A0TE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_11-21-53.BMP,0,0,0,0.5,0
302,7N0LY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-01-26_09-14-21.BMP,0,0,1,0.93,0
303,9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-11-02_16-26-26.BMP,0,0,0,0.93,0
304,2CICS_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-23_17-17-42.BMP,0,0,0,0.53,0
305,Y5112_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-09_22-54-39.BMP,0,0,0,0.92,0
306,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-13_15-47-08.BMP,0,0,1,0.8,0
307,4P0QY_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-23_11-58-38.BMP,0,0,0,0.43,0
308,T10HK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-08-16_14-47-16.BMP,0,0,0,0.63,0
309,Y50WY_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-04_08-37-48.BMP,0,0,1,0.62,0
310,Y50T6_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX7SDY17_2020-07-07_04-00-06.BMP,0,0,0,0.69,0
311,5D0I6_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2019-12-29_01-50-21.BMP,0,0,0,0.48,0
312,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,1,0.66,0
313,Y50SE_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-23_03-27-39.BMP,0,0,0,0.45,0
314,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.5,0
315,S700K_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-30_06-53-48.BMP,0,0,0,0.46,0
316,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-30_02-22-54.BMP,0,0,0,0.87,0
317,4P0Q0_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_04-10-48.BMP,0,0,0,0.67,0
318,9UHIW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-30_20-48-36.BMP,0,0,0,0.62,0
319,9A0T8_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_05-32-04.BMP,0,0,0,0.9,0
320,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,0,0.42,0
321,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-05-28_12-28-14.BMP,0,0,0,0.92,0
322,Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-03_00-11-54.BMP,0,0,1,0.62,0
323,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-08_08-38-32.BMP,0,0,0,0.54,0
324,Y512A_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-19_04-56-49.BMP,0,0,1,0.5,0
325,4P0RS_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-21_18-49-09.BMP,0,0,1,0.83,0
326,Y511Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-19_05-18-50.BMP,0,0,1,0.63,0
327,S700U_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-26_20-36-11.BMP,0,0,0,0.51,0
328,S701O_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-09-28_04-10-28.BMP,0,0,0,0.77,0
329,S7016_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_17-16-30.BMP,0,0,0,0.67,0
330,S701O_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-28_04-10-28.BMP,0,0,0,0.45,0
331,Y510K_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-10-17_20-55-41.BMP,0,0,0,0.62,0
332,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX9DY14SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,1,0.58,0
333,Y512I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY4SDX8SDY17_2020-10-23_04-14-19.BMP,0,0,0,0.48,0
334,S700Q_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-04_07-34-21.BMP,0,0,0,0.77,0
335,Y50RE_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-22_00-51-51.BMP,0,0,0,0.66,0
336,9A0TC_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-03-13_05-32-30.BMP,0,0,0,0.55,0
337,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,0,0.51,0
338,Y50RW_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-05-28_20-15-16.BMP,0,0,1,0.73,0
339,Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-07-13_15-47-59.BMP,0,0,1,0.57,0
340,Y50XO_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-20_22-16-03.BMP,0,0,0,0.56,0
341,9UHJ2_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-11-29_13-51-26.BMP,0,0,0,0.57,0
342,4P0PK_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-11_03-47-54.BMP,0,0,1,0.54,0
343,Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-26_21-24-48.BMP,0,0,0,0.7,0
344,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-08-08_19-47-50.BMP,0,0,0,0.8,0
345,7N0LK_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-02-06_00-49-58.BMP,0,0,0,0.5,0
346,6U0OQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-02_23-27-51.BMP,0,0,0,0.72,0
347,2CICW_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-09-20_07-52-47.BMP,0,0,0,0.59,0
348,9A0SG_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-04-15_01-42-25.BMP,0,0,1,0.63,0
349,7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-01_01-36-18.BMP,0,0,1,0.57,0
350,T10HC_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-30_02-22-54.BMP,0,0,1,0.5,0
351,Y50Y0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-16_11-40-42.BMP,0,0,0,0.9,0
352,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-08_08-38-32.BMP,0,0,0,0.7,0
353,T10HY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-10_19-18-10.BMP,0,0,1,0.82,0
354,7EIGM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-06_14-11-39.BMP,0,0,0,0.49,0
355,Y5118_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-08-10_23-58-19.BMP,0,0,0,0.64,0
356,S7004_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-08-07_02-41-43.BMP,0,0,1,0.5,0
357,S700U_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-26_20-36-11.BMP,0,0,0,0.48,0
358,9A0T6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-03-13_11-24-20.BMP,0,0,0,0.79,0
359,9A0VM_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-17_18-06-38.BMP,0,0,0,0.66,0
360,4P0QU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-29_01-12-37.BMP,0,0,1,0.71,0
361,4P0RY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-11-01_05-35-14.BMP,0,0,0,0.78,0
362,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,1,0.88,0
363,4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-12-06_10-40-26.BMP,0,0,1,0.46,0
364,W30DU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-01_21-07-13.BMP,0,0,1,0.54,0
365,4P0QQ_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-22_15-38-00.BMP,0,0,0,0.84,0
366,Y50Q2_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-02_09-29-40.BMP,0,0,1,0.85,0
367,9UHIW_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-10-30_20-48-36.BMP,0,0,0,0.81,0
368,9UHIS_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-18_00-33-27.BMP,0,0,0,0.75,0
369,Y50XM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-04_22-42-27.BMP,0,0,0,0.52,0
370,Y50XE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-06-27_14-13-26.BMP,0,0,1,0.67,0
371,9A0UY_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-04_05-34-10.BMP,0,0,1,0.61,0
372,9UHJ0_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-02_16-26-26.BMP,0,0,0,0.88,0
373,1W1BG_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-03-01_22-03-03.BMP,0,0,1,0.89,0
374,9A0V6_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-09-11_14-51-46.BMP,0,0,0,0.93,0
375,Y5124_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-12-03_00-11-54.BMP,0,0,1,0.77,0
376,Y50XQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-01_19-30-14.BMP,0,0,0,0.66,0
377,Y50Z0_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-10_00-19-15.BMP,0,0,0,0.85,0
378,T10GA_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-04-16_07-46-52.BMP,0,0,0,0.77,0
379,4P0RW_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-12-04_11-07-35.BMP,0,0,0,0.67,0
380,Y512A_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-05-19_04-56-49.BMP,0,0,0,0.55,0
381,N6064_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-10-08_08-38-32.BMP,0,0,0,0.44,0
382,T10HQ_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-05-28_20-11-59.BMP,0,0,0,0.52,0
383,9A0VM_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-09-17_18-06-38.BMP,0,0,0,0.71,0
384,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-07-14_23-26-47.BMP,0,0,0,0.64,0
385,Y50Q4_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-06-01_21-06-26.BMP,0,0,0,0.93,0
386,5D0IM_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-02-07_01-06-55.BMP,0,0,0,0.42,0
387,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY15_2020-11-24_07-58-07.BMP,0,0,1,0.74,0
388,6U0NO_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX8DY11SDX8SDY13_2020-09-24_17-05-40.BMP,0,0,1,0.72,0
389,T10GC_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-06-10_05-22-17.BMP,0,0,0,0.8,0
390,Y50YC_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-22_22-38-21.BMP,0,0,0,0.61,0
391,Y5116_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-10-13_04-11-50.BMP,0,0,1,0.52,0
392,9A0S8_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-04-17_10-17-06.BMP,0,0,0,0.84,0
393,4P0PY_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-01_05-36-25.BMP,0,0,0,0.76,0
394,Y510S_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX7SDY17_2020-07-13_21-12-50.BMP,0,0,0,0.9,0
395,Y50ZE_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-08_14-46-29.BMP,0,0,1,0.8,0
396,7N0LG_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-02-06_01-04-17.BMP,0,0,1,0.51,0
397,Y511Y_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-08_06-19-21.BMP,0,0,0,0.64,0
398,4P0RO_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-12-06_10-40-26.BMP,0,0,0,0.76,0
399,Y50XS_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-06-05_09-30-58.BMP,0,0,1,0.81,0
400,Y50XY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-08-06_17-28-39.BMP,0,0,0,0.84,0
401,7N0MQ_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY16_2020-05-06_07-20-54.BMP,0,0,0,0.61,0
402,S702Q_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-13_13-14-21.BMP,0,0,0,0.44,0
403,4P0Q2_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-11-24_12-20-28.BMP,0,0,0,0.69,0
404,W30E4_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-07-14_23-26-47.BMP,0,0,0,0.88,0
405,7N0L2_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-03-17_19-26-45.BMP,0,0,0,0.65,0
406,7N0MQ_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY16_2020-05-06_07-20-54.BMP,0,0,0,0.46,0
407,Y50YI_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-07-13_15-47-59.BMP,0,0,1,0.89,0
408,7QI8W_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-12-01_01-36-18.BMP,0,0,1,0.75,0
409,S7016_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-26_17-16-30.BMP,0,0,0,0.76,0
410,Y50X8_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-06-14_20-59-21.BMP,0,0,1,0.44,0
411,7QI8G_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-08-28_19-57-03.BMP,0,0,0,0.53,0
412,6U0OC_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-13_12-07-37.BMP,0,0,1,0.87,0
413,S700I_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-05-08_03-28-05.BMP,0,0,0,0.48,0
414,Y511G_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY16_2020-09-27_02-34-41.BMP,0,0,1,0.89,0
415,Y50XU_HC_PL_MEAS_FIB_{MEASURE2}_P003_DX8DY11SDX8SDY17_2020-06-12_03-36-12.BMP,0,0,1,0.92,0
416,7QI8S_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-11-04_18-08-24.BMP,0,0,0,0.88,0
417,4P0RE_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-11-24_01-38-03.BMP,0,0,0,0.69,0
418,9A0VU_HC_PL_MEAS_FIB_{MEASURE2}_P001_DX9DY14SDX8SDY17_2020-09-24_23-45-46.BMP,0,0,0,0.47,0
419,7N0LY_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-01-26_09-14-21.BMP,0,0,0,0.62,0
420,Y50ZO_HC_PL_MEAS_FIB_{MEASURE2}_P006_DX9DY4SDX8SDY17_2020-08-25_10-15-03.BMP,0,0,0,0.81,0
421,7QI8I_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-09-25_16-18-28.BMP,0,0,0,0.49,0
422,7QI8Q_HC_PL_MEAS_FIB_{MEASURE2}_P002_DX12DY6SDX8SDY17_2020-11-05_00-45-05.BMP,0,0,1,0.92,0
423,Y50YM_HC_PL_MEAS_FIB_{MEASURE2}_P004_DX10DY9SDX7SDY16_2020-05-28_12-28-14.BMP,0,0,0,0.6,0
424,7N0JE_HC_PL_MEAS_FIB_{MEASURE2}_P005_DX7DY7SDX8SDY17_2020-01-27_23-15-20.BMP,0,0,0,0.57,0
